doi	fk_idx	cole_idx	date
ismej2012149	16.3	23.71	2012-11-29T00:00:00Z
npre.2012.6876.1	-15.7	-15.81	2012-02-10T00:00:00Z
ismej2012140	15.3	24.75	2012-11-29T00:00:00Z
npre.2012.6947.1	-15.7	-15.81	2012-02-27T00:00:00Z
ismej2012112	16.6	25.62	2012-10-11T00:00:00Z
npre.2012.6874.1	-15.7	-15.81	2012-02-10T00:00:00Z
npre.2012.6857.1	-15.7	-15.81	2012-02-01T00:00:00Z
npre.2012.6924.1	-15.7	-15.81	2012-02-23T00:00:00Z
nprot.2012.095	19.1	34.48	2012-09-06T00:00:00Z
npre.2012.6775.1	-15.7	-15.81	2012-01-11T00:00:00Z
npre.2012.6804.1	-15.7	-15.81	2012-01-19T00:00:00Z
npre.2012.6756.1	-15.7	-15.81	2012-01-07T00:00:00Z
npre.2012.6843.1	-15.7	-15.81	2012-01-30T00:00:00Z
npre.2012.6115.2	-15.7	-15.81	2012-01-07T00:00:00Z
npre.2012.6837.1	-15.7	-15.81	2012-01-25T00:00:00Z
npre.2012.6764.1	-15.7	-15.81	2012-01-10T00:00:00Z
nprot.2012.103	18.8	31.6	2012-09-27T00:00:00Z
nnano.2012.44	14.9	15.38	2012-03-25T00:00:00Z
nnano.2012.46	19.0	27.32	2012-03-25T00:00:00Z
nnano.2012.48	18.3	35.01	2012-04-05T00:00:00Z
nnano.2012.49	16.8	20.01	2012-04-05T00:00:00Z
npre.2012.7143.1	-15.7	-15.81	2012-04-04T00:00:00Z
npre.2012.7016.1	-15.7	-15.81	2012-03-26T00:00:00Z
npre.2012.7014.1	-15.7	-15.81	2012-03-26T00:00:00Z
npre.2012.6837.2	-15.7	-15.81	2012-04-04T00:00:00Z
npre.2012.7065.1	-15.7	-15.81	2012-04-02T00:00:00Z
npre.2012.7052.1	-15.7	-15.81	2012-04-02T00:00:00Z
npre.2012.7037.1	-15.7	-15.81	2012-03-28T00:00:00Z
nrcardio.2012.20	16.2	18.28	2012-02-21T00:00:00Z
nmeth.1861	20.6	31.43	2012-01-29T00:00:00Z
nrclinonc.2012.18	16.2	16.19	2012-02-21T00:00:00Z
nrurol.2012.16	20.3	20.49	2012-02-14T00:00:00Z
nrclinonc.2012.24	14.7	15.9	2012-02-28T00:00:00Z
nrurol.2012.20	16.9	13.7	2012-02-28T00:00:00Z
nrgastro.2012.17	21.7	24.9	2012-02-07T00:00:00Z
nrcardio.2012.24	17.6	16.77	2012-02-28T00:00:00Z
nrurol.2012.18	20.5	23.04	2012-02-21T00:00:00Z
nrclinonc.2012.26	14.8	13.58	2012-02-28T00:00:00Z
nrgastro.2012.4	76.4	187.19	2012-02-14T00:00:00Z
nrurol.2012.24	26.0	24.09	2012-02-21T00:00:00Z
nrgastro.2012.6	14.8	15.73	2012-02-21T00:00:00Z
nrrheum.2012.156	17.7	26.27	2012-09-25T00:00:00Z
nrurol.2012.26	24.1	28.72	2012-02-28T00:00:00Z
nrgastro.2012.8	14.9	15.79	2012-02-21T00:00:00Z
nmeth.1907	8.5	13.53	2012-02-28T00:00:00Z
nrclinonc.2012.11	12.8	15.26	2012-02-21T00:00:00Z
nmeth.1917	13.6	13.41	2012-02-28T00:00:00Z
nrurol.2012.141	71.7	187.19	2012-07-10T00:00:00Z
nrcardio.2012.108	17.8	29.1	2012-08-07T00:00:00Z
nmeth.1894	21.4	38.15	2012-02-12T00:00:00Z
nmeth.1871	19.6	31.83	2012-02-05T00:00:00Z
nrurol.2012.81	20.9	26.05	2012-04-24T00:00:00Z
nrcardio.2012.127	18.0	21.35	2012-09-04T00:00:00Z
nmeth.2009	11.9	13.17	2012-04-27T00:00:00Z
nrurol.2012.83	19.0	19.03	2012-04-24T00:00:00Z
nrurol.2012.178	17.2	25.69	2012-10-09T00:00:00Z
nrurol.2012.72	71.7	185.86	2012-04-24T00:00:00Z
nmeth.1986	32.8	71.12	2012-04-27T00:00:00Z
nmeth.2004	28.7	26.81	2012-04-27T00:00:00Z
nrclinonc.2012.82	15.1	16.37	2012-05-01T00:00:00Z
nrgastro.2012.196	16.0	23.54	2012-10-09T00:00:00Z
nnano.2012.47	19.9	19.27	2012-04-05T00:00:00Z
nprot.2012.101	17.2	31.18	2012-08-30T00:00:00Z
ismej2012111	19.2	31.54	2012-10-04T00:00:00Z
nprot.2012.107	17.8	33.96	2012-09-20T00:00:00Z
nnano.2012.29	47.7	110.31	2012-02-05T00:00:00Z
nnano.2012.5	27.3	42.05	2012-02-06T00:00:00Z
nprot.2012.094	21.4	34.74	2012-08-16T00:00:00Z
nprot.2012.076	21.8	39.42	2012-07-12T00:00:00Z
ismej2012131	17.4	22.9	2012-11-22T00:00:00Z
nprot.2012.098	21.3	38.31	2012-09-06T00:00:00Z
nprot.2012.083	19.4	31.83	2012-08-09T00:00:00Z
nprot.2012.090	18.6	32.99	2012-08-02T00:00:00Z
nprot.2012.066	19.2	33.05	2012-06-14T00:00:00Z
nprot.2012.092	17.0	27.19	2012-08-23T00:00:00Z
nprot.2012.096	18.6	24.72	2012-08-23T00:00:00Z
ismej201278	17.9	25.81	2012-08-09T00:00:00Z
ismej2012137	15.9	26.43	2012-11-22T00:00:00Z
nprot.2012.084	18.4	31.47	2012-07-19T00:00:00Z
nprot.2012.077	18.6	26.04	2012-07-19T00:00:00Z
nprot.2012.054	20.0	33.92	2012-05-24T00:00:00Z
nprot.2012.057	18.2	31.24	2012-05-24T00:00:00Z
nprot.2012.091	18.4	30.78	2012-08-16T00:00:00Z
nprot.2012.082	18.2	33.16	2012-08-16T00:00:00Z
nnano.2012.38	15.5	24.29	2012-04-01T00:00:00Z
nprot.2012.079	17.5	30.67	2012-07-12T00:00:00Z
nprot.2012.053	17.2	29.51	2012-05-17T00:00:00Z
nprot.2012.087	18.0	28.3	2012-08-09T00:00:00Z
nprot.2012.089	17.0	28.99	2012-08-09T00:00:00Z
nnano.2012.51	18.8	32.99	2012-04-15T00:00:00Z
nnano.2012.61	17.2	30.14	2012-04-29T00:00:00Z
nnano.2012.59	19.5	36.81	2012-04-22T00:00:00Z
ismej2012144	16.4	20.94	2012-12-13T00:00:00Z
ismej2012154	17.4	27.3	2012-12-13T00:00:00Z
ismej2012160	18.5	29.39	2012-12-13T00:00:00Z
ismej2012158	16.4	24.4	2012-12-13T00:00:00Z
ismej2012162	16.2	26.38	2012-12-13T00:00:00Z
ismej2012147	16.0	25.73	2012-12-13T00:00:00Z
ismej2012157	16.7	24.58	2012-12-13T00:00:00Z
npre.2012.6900.1	-15.7	-15.81	2012-02-21T00:00:00Z
nnano.2012.168	19.0	29.23	2012-10-08T00:00:00Z
nnano.2012.34	18.8	33.34	2012-03-25T00:00:00Z
nnano.2012.42	18.4	33.21	2012-04-01T00:00:00Z
nnano.2012.35	17.2	29.5	2012-03-25T00:00:00Z
nnano.2012.37	18.1	32.63	2012-03-25T00:00:00Z
nnano.2012.39	17.0	28.64	2012-04-08T00:00:00Z
nnano.2012.45	19.9	32.48	2012-04-08T00:00:00Z
nnano.2012.129	17.5	25.35	2012-07-15T00:00:00Z
npre.2012.7031.1	-15.7	-15.81	2012-03-27T00:00:00Z
npre.2012.7126.1	-15.7	-15.81	2012-04-03T00:00:00Z
npre.2012.7125.1	-15.7	-15.81	2012-04-03T00:00:00Z
npre.2012.7124.1	-15.7	-15.81	2012-04-03T00:00:00Z
npre.2012.7148.1	-15.7	-15.81	2012-04-04T00:00:00Z
npre.2012.7048.1	-15.7	-15.81	2012-03-30T00:00:00Z
npre.2012.7121.1	-15.7	-15.81	2012-04-03T00:00:00Z
npre.2012.7118.1	-15.7	-15.81	2012-04-03T00:00:00Z
ismej2012128	16.4	24.46	2012-11-15T00:00:00Z
nnano.2012.28	17.3	32.0	2012-03-18T00:00:00Z
npre.2012.7104.1	-15.7	-15.81	2012-04-02T00:00:00Z
nprot.2012.126	17.0	26.39	2012-11-08T00:00:00Z
nnano.2012.113	19.4	19.5	2012-07-04T00:00:00Z
nnano.2012.110	19.0	27.61	2012-07-04T00:00:00Z
nchem.1506	16.5	27.54	2012-12-02T00:00:00Z
nchem.1537	16.0	20.94	2012-12-18T00:00:00Z
nchem.1540	17.4	30.55	2012-12-23T00:00:00Z
nchem.1527	17.8	29.62	2012-12-16T00:00:00Z
ngeo1639	15.5	26.09	2012-11-18T00:00:00Z
nchem.1528	17.6	32.16	2012-12-23T00:00:00Z
nchem.1532	11.9	26.77	2012-12-18T00:00:00Z
ngeo1656	13.3	14.21	2012-11-29T00:00:00Z
nchem.1497	17.5	28.35	2012-11-11T00:00:00Z
nchem.1488	17.3	28.69	2012-11-11T00:00:00Z
nchem.1496	16.9	32.17	2012-11-11T00:00:00Z
ngeo1662	12.7	14.73	2012-11-29T00:00:00Z
nchem.1543	9.0	30.03	2012-12-18T00:00:00Z
nchem.1545	9.0	30.03	2012-12-18T00:00:00Z
nchem.1534	12.7	24.35	2012-12-18T00:00:00Z
nchem.1542	7.8	33.68	2012-12-18T00:00:00Z
nchem.1544	33.6	94.28	2012-12-18T00:00:00Z
nchem.1520	18.3	27.9	2012-12-09T00:00:00Z
nchem.1501	19.4	35.19	2012-12-09T00:00:00Z
ngeo1637	16.2	22.39	2012-11-29T00:00:00Z
nchem.1505	17.5	31.31	2012-12-02T00:00:00Z
ngeo1590	19.2	34.26	2012-09-30T00:00:00Z
ngeo1670	11.8	14.56	2012-11-29T00:00:00Z
ngeo1665	33.6	104.72	2012-11-29T00:00:00Z
ngeo1607	10.1	14.13	2012-10-01T00:00:00Z
nchem.1504	21.4	38.15	2012-11-25T00:00:00Z
nchem.1498	18.1	33.16	2012-11-25T00:00:00Z
nchem.1503	16.9	29.39	2012-11-25T00:00:00Z
ngeo1638	15.9	22.56	2012-11-25T00:00:00Z
ngeo1582	17.1	30.14	2012-09-16T00:00:00Z
nchem.1535	19.3	13.41	2012-12-18T00:00:00Z
nchem.1539	18.0	31.95	2012-12-18T00:00:00Z
ngeo1562	17.9	31.6	2012-09-09T00:00:00Z
cddis2012106	17.7	25.34	2012-08-09T00:00:00Z
cddis201299	19.0	27.32	2012-08-09T00:00:00Z
cddis2012128	41.0	63.35	2012-09-06T00:00:00Z
cddis201214	17.0	25.34	2012-02-23T00:00:00Z
cddis201276	18.0	25.92	2012-07-26T00:00:00Z
cddis201288	17.6	25.75	2012-07-26T00:00:00Z
cddis201298	17.6	26.56	2012-08-02T00:00:00Z
cddis201295	17.3	25.63	2012-07-26T00:00:00Z
cddis201297	17.8	26.27	2012-07-26T00:00:00Z
cddis2011132	18.7	27.25	2012-01-26T00:00:00Z
cddis2011136	18.4	24.88	2012-01-19T00:00:00Z
cddis2011138	16.3	25.22	2012-01-19T00:00:00Z
cddis201292	17.6	25.4	2012-07-19T00:00:00Z
cddis201296	17.8	26.5	2012-07-19T00:00:00Z
cddis201267	13.7	34.88	2012-05-31T00:00:00Z
cddis201287	17.3	25.74	2012-07-19T00:00:00Z
cddis201291	19.3	28.76	2012-07-19T00:00:00Z
cddis201289	18.2	27.25	2012-07-19T00:00:00Z
cddis201293	17.1	26.61	2012-07-19T00:00:00Z
cddis201268	17.5	24.58	2012-07-05T00:00:00Z
cddis201272	17.1	23.37	2012-07-05T00:00:00Z
cddis201280	17.0	25.46	2012-07-05T00:00:00Z
cddis201282	18.4	28.18	2012-07-12T00:00:00Z
cddis201284	18.6	27.19	2012-07-05T00:00:00Z
cddis201290	16.9	27.08	2012-07-12T00:00:00Z
cddis201273	16.9	24.47	2012-07-05T00:00:00Z
cddis201281	17.5	25.22	2012-07-05T00:00:00Z
cddis201283	18.6	24.82	2012-07-05T00:00:00Z
cddis201285	18.7	28.24	2012-07-12T00:00:00Z
cddis201270	16.8	24.13	2012-06-21T00:00:00Z
cddis201274	16.2	25.4	2012-06-28T00:00:00Z
cddis201278	18.0	27.77	2012-06-28T00:00:00Z
nmeth.2223	16.8	19.78	2012-11-06T00:00:00Z
nmeth.2235	16.5	27.19	2012-11-06T00:00:00Z
nrcardio.2012.137	11.5	18.32	2012-09-11T00:00:00Z
nrgastro.2012.176	19.3	26.4	2012-09-11T00:00:00Z
nrgastro.2012.180	13.1	15.43	2012-09-11T00:00:00Z
nmeth.2241	15.7	18.62	2012-11-06T00:00:00Z
nrgastro.2012.178	17.1	20.76	2012-09-11T00:00:00Z
nmeth.2218	23.7	44.3	2012-11-06T00:00:00Z
nmeth.2224	27.3	42.05	2012-11-06T00:00:00Z
nrcardio.2012.134	14.0	16.13	2012-09-11T00:00:00Z
nrcardio.2012.136	20.7	19.39	2012-09-11T00:00:00Z
nrgastro.2012.175	76.4	189.74	2012-09-11T00:00:00Z
nrclinonc.2012.162	78.8	191.02	2012-09-11T00:00:00Z
nrcardio.2012.138	20.6	19.68	2012-09-11T00:00:00Z
nrgastro.2012.177	20.4	23.09	2012-09-11T00:00:00Z
nmeth.2242	27.3	42.05	2012-11-06T00:00:00Z
nrendo.2012.201	22.3	36.53	2012-11-13T00:00:00Z
nrgastro.2012.165	18.5	15.39	2012-10-04T00:00:00Z
nmeth.2175	20.7	38.49	2012-09-16T00:00:00Z
nrgastro.2012.100-c2	18.4	24.71	2012-10-02T00:00:00Z
nrurol.2012.186	22.1	20.66	2012-10-02T00:00:00Z
nrgastro.2012.194	17.6	17.53	2012-10-02T00:00:00Z
nrneph.2012.239	16.3	25.51	2012-10-16T00:00:00Z
nrgastro.2012.195	20.5	21.94	2012-10-02T00:00:00Z
nrgastro.2012.174	18.3	19.32	2012-09-04T00:00:00Z
nrurol.2012.74	15.9	18.45	2012-04-17T00:00:00Z
nrurol.2012.76	21.1	22.29	2012-04-17T00:00:00Z
nrgastro.2012.171	15.8	17.29	2012-09-04T00:00:00Z
nrclinonc.2012.158	78.8	191.02	2012-09-04T00:00:00Z
nrurol.2012.73	13.3	19.48	2012-04-17T00:00:00Z
nrgastro.2012.151	23.3	22.63	2012-08-07T00:00:00Z
nmeth.2215	18.9	33.96	2012-11-11T00:00:00Z
nmeth.2191	17.0	23.02	2012-09-27T00:00:00Z
nmeth.2193	18.3	17.53	2012-09-27T00:00:00Z
ngeo1406	17.6	30.73	2012-02-26T00:00:00Z
ngeo1380	17.3	26.85	2012-02-05T00:00:00Z
ngeo1388	71.7	180.7	2012-02-01T00:00:00Z
ngeo1394	19.1	32.23	2012-02-05T00:00:00Z
ngeo1511	16.1	23.26	2012-06-28T00:00:00Z
ngeo1508	18.8	28.66	2012-06-28T00:00:00Z
ngeo1514	17.0	25.23	2012-06-28T00:00:00Z
ngeo1516	16.2	30.78	2012-07-01T00:00:00Z
ngeo1373	16.2	27.94	2012-01-15T00:00:00Z
ngeo1375	18.1	28.82	2012-01-22T00:00:00Z
ngeo1377	15.6	27.72	2012-01-29T00:00:00Z
ngeo1379	16.8	27.2	2012-01-22T00:00:00Z
ngeo1356	19.0	31.48	2012-01-10T00:00:00Z
ngeo1358	21.9	38.1	2012-01-09T00:00:00Z
ngeo1364	16.7	28.64	2012-01-15T00:00:00Z
ngeo1372	18.9	31.6	2012-01-15T00:00:00Z
ngeo1374	15.8	23.71	2012-01-15T00:00:00Z
ngeo1378	17.0	28.06	2012-01-29T00:00:00Z
ngeo1359	21.0	33.41	2012-01-10T00:00:00Z
mi201295	23.2	18.81	2012-10-25T00:00:00Z
ngeo1550	71.7	180.7	2012-07-31T00:00:00Z
ngeo1533	32.1	68.55	2012-07-31T00:00:00Z
ngeo1489	14.3	23.71	2012-05-29T00:00:00Z
ngeo1488	14.9	26.15	2012-05-27T00:00:00Z
ngeo1483	20.7	37.23	2012-05-20T00:00:00Z
ngeo1484	14.2	25.51	2012-05-09T00:00:00Z
ngeo1499	19.8	32.12	2012-06-24T00:00:00Z
ngeo1507	36.7	84.67	2012-06-28T00:00:00Z
ngeo1509	14.9	16.83	2012-06-28T00:00:00Z
ngeo1513	16.2	20.88	2012-06-28T00:00:00Z
ngeo1500	27.3	42.05	2012-06-28T00:00:00Z
ncomms1611	17.4	28.35	2012-01-03T00:00:00Z
ncomms1660	18.5	28.01	2012-01-31T00:00:00Z
ncomms1623	17.4	27.95	2012-01-10T00:00:00Z
ncomms1627	17.9	28.0	2012-01-10T00:00:00Z
ncomms1633	18.1	28.99	2012-01-10T00:00:00Z
ncomms1612	18.7	29.28	2012-01-03T00:00:00Z
ncomms1651	18.0	27.37	2012-01-17T00:00:00Z
ncomms1398	16.6	26.19	2012-01-31T00:00:00Z
cddis2012165	18.5	27.25	2012-11-22T00:00:00Z
cddis2012171	17.7	25.23	2012-11-22T00:00:00Z
cddis2012180	15.5	21.63	2012-12-13T00:00:00Z
cddis2012178	16.9	26.96	2012-12-13T00:00:00Z
cddis2012184	18.5	28.06	2012-12-13T00:00:00Z
cddis2012157	17.3	24.07	2012-11-15T00:00:00Z
cddis2012164	16.4	26.33	2012-11-15T00:00:00Z
cddis2012177	18.5	32.47	2012-12-06T00:00:00Z
cddis2012181	18.2	27.83	2012-12-06T00:00:00Z
cddis2012179	17.2	26.38	2012-12-06T00:00:00Z
cddis2012170	17.6	25.81	2012-12-06T00:00:00Z
nclimate1635	19.4	33.52	2012-09-09T00:00:00Z
cddis2012163	18.5	28.01	2012-11-29T00:00:00Z
cddis2012169	17.5	25.34	2012-11-29T00:00:00Z
cddis2012173	18.1	26.39	2012-11-29T00:00:00Z
cddis2012175	17.3	27.37	2012-11-29T00:00:00Z
cddis2012172	17.0	26.9	2012-11-29T00:00:00Z
cddis2012174	17.8	28.23	2012-11-29T00:00:00Z
cddis2012176	17.3	26.61	2012-11-29T00:00:00Z
ncomms1397	16.6	26.19	2012-01-17T00:00:00Z
cddis2012152	16.2	25.34	2012-10-25T00:00:00Z
cddis2012167	17.4	26.32	2012-11-22T00:00:00Z
cddis2012166	17.4	25.57	2012-11-22T00:00:00Z
nmeth.2252	18.4	32.0	2012-12-07T00:00:00Z
nrurol.2012.162	12.0	15.76	2012-08-07T00:00:00Z
nrneph.2012.265	18.4	39.0	2012-11-27T00:00:00Z
nrendo.2012.228	19.8	35.7	2012-11-27T00:00:00Z
nrneph.2012.236	21.6	15.45	2012-11-27T00:00:00Z
nphys2474	16.3	23.2	2012-12-09T00:00:00Z
nrurol.2012.163	18.7	20.25	2012-08-07T00:00:00Z
nmeth.2211	20.0	35.42	2012-10-21T00:00:00Z
nmeth.2213	17.2	27.83	2012-10-21T00:00:00Z
nrrheum.2012.218	16.9	22.97	2012-12-04T00:00:00Z
nrcardio.2012.147	17.4	19.67	2012-10-16T00:00:00Z
nrcardio.2012.146	14.7	15.32	2012-10-16T00:00:00Z
nmeth.2195	11.1	15.4	2012-09-27T00:00:00Z
nmeth.2200	18.2	36.55	2012-09-27T00:00:00Z
nmeth.2199	16.6	35.16	2012-09-27T00:00:00Z
nmeth.2196	12.3	22.36	2012-09-27T00:00:00Z
nrgastro.2012.215	76.4	189.74	2012-11-13T00:00:00Z
nrgastro.2012.125-c1	17.8	27.71	2012-11-13T00:00:00Z
nmeth.2208	19.5	29.23	2012-10-14T00:00:00Z
nmeth.2209	21.0	37.98	2012-10-14T00:00:00Z
nphys2444	16.6	31.99	2012-10-14T00:00:00Z
nrgastro.2012.197	18.9	17.93	2012-10-09T00:00:00Z
nrurol.2012.188	18.7	15.55	2012-10-09T00:00:00Z
nrclinonc.2012.172	16.2	20.12	2012-10-09T00:00:00Z
vital1541	19.0	24.13	
vital1580	11.9	12.94	
vital1540	8.0	8.4	
vital1542	14.0	12.25	
vital1577	71.5	186.37	
nphys2495	22.2	42.85	2012-11-11T00:00:00Z
nrrheum.2012.208	15.7	21.52	2012-12-11T00:00:00Z
nrendo.2012.230	22.4	35.91	2012-12-11T00:00:00Z
nrendo.2012.217	21.0	36.06	2012-12-12T00:00:00Z
nrendo.2012.216	15.9	21.4	2012-11-20T00:00:00Z
srep00964	18.2	27.89	2012-12-12T00:00:00Z
srep00910	17.8	28.12	2012-11-30T00:00:00Z
srep00949	20.4	32.65	2012-12-10T00:00:00Z
srep00942	14.7	25.56	2012-12-10T00:00:00Z
srep00944	16.0	24.35	2012-12-10T00:00:00Z
srep00946	18.0	31.7	2012-12-10T00:00:00Z
srep00941	17.3	27.7	2012-12-07T00:00:00Z
nclimate1747	21.8	30.48	2012-11-27T00:00:00Z
nclimate1705	27.3	42.05	2012-11-27T00:00:00Z
srep00929	21.3	31.84	2012-12-05T00:00:00Z
srep00933	16.1	28.17	2012-12-06T00:00:00Z
srep00904	15.0	24.17	2012-12-05T00:00:00Z
srep00920	15.9	23.48	2012-12-06T00:00:00Z
srep00924	18.1	27.66	2012-12-05T00:00:00Z
srep00928	17.1	25.05	2012-12-05T00:00:00Z
srep00932	17.8	28.99	2012-12-06T00:00:00Z
srep00927	15.8	27.7	2012-12-05T00:00:00Z
srep00922	17.8	29.74	2012-12-04T00:00:00Z
nclimate1591	21.8	37.81	2012-07-08T00:00:00Z
srep00921	18.0	30.5	2012-12-04T00:00:00Z
srep00923	20.5	29.75	2012-12-04T00:00:00Z
srep00897	18.7	33.63	2012-11-28T00:00:00Z
srep00900	17.8	26.84	2012-11-29T00:00:00Z
srep00880	21.7	32.42	2012-11-29T00:00:00Z
srep00882	17.0	25.57	2012-11-28T00:00:00Z
srep00901	16.5	25.51	2012-11-29T00:00:00Z
srep00903	16.5	24.65	2012-11-29T00:00:00Z
srep00905	19.3	32.92	2012-11-30T00:00:00Z
srep00907	17.0	22.5	2012-11-30T00:00:00Z
srep00895	18.1	26.91	2012-11-28T00:00:00Z
srep00888	15.8	26.6	2012-11-26T00:00:00Z
vital1494	71.5	186.37	
vital1496	11.9	13.11	
vital1463	71.5	186.37	
vital1460	71.5	186.37	
nmeth.1897	19.1	29.16	2012-02-19T00:00:00Z
nmeth.1868	19.3	27.43	2012-02-05T00:00:00Z
nmeth.1890	16.7	26.9	2012-02-05T00:00:00Z
nmeth.1905	16.2	28.64	2012-02-26T00:00:00Z
nrgastro.2012.160	25.6	21.36	2012-08-21T00:00:00Z
nrgastro.2012.158	18.0	23.61	2012-09-11T00:00:00Z
nmeth.2046	22.0	40.87	2012-05-27T00:00:00Z
nrurol.2012.140	15.8	20.54	2012-07-10T00:00:00Z
nrcardio.2012.96	16.0	19.67	2012-07-03T00:00:00Z
nrurol.2012.138	19.1	20.77	2012-07-03T00:00:00Z
nrcardio.2012.98	20.7	21.24	2012-07-10T00:00:00Z
nmeth.2173	20.5	33.81	2012-09-09T00:00:00Z
nrcardio.2012.133	21.2	18.63	2012-09-11T00:00:00Z
nrgastro.2012.86	19.9	17.94	2012-05-08T00:00:00Z
nrgastro.2012.90	20.1	17.82	2012-05-08T00:00:00Z
nrurol.2012.100	20.5	19.32	2012-05-08T00:00:00Z
nrclinonc.2012.157	78.8	191.02	2012-09-11T00:00:00Z
nrurol.2012.102	14.2	15.49	2012-05-08T00:00:00Z
nrurol.2012.93	27.9	26.58	2012-05-08T00:00:00Z
nrgastro.2012.94	22.1	20.9	2012-05-15T00:00:00Z
nmeth.1976	18.3	31.42	2012-04-15T00:00:00Z
nrurol.2012.99	14.7	16.36	2012-05-08T00:00:00Z
nrcardio.2012.68	18.6	20.77	2012-05-08T00:00:00Z
nrclinonc.2012.86	18.3	17.93	2012-05-15T00:00:00Z
nrcardio.2012.132	21.7	18.05	2012-09-11T00:00:00Z
nrclinonc.2012.154	18.1	24.94	2012-09-11T00:00:00Z
nrurol.2012.101	10.8	18.3	2012-05-08T00:00:00Z
nrcardio.2012.67	20.2	20.48	2012-05-08T00:00:00Z
nrcardio.2012.45-c1	13.5	24.72	2012-08-14T00:00:00Z
mi201217	18.0	28.01	2012-03-14T00:00:00Z
mi20121	16.7	26.56	2012-02-08T00:00:00Z
mi20125	18.3	25.92	2012-02-08T00:00:00Z
mi20127	17.3	25.45	2012-02-08T00:00:00Z
mi20129	17.6	28.52	2012-02-15T00:00:00Z
mi201213	18.3	28.98	2012-02-22T00:00:00Z
mi201168	16.7	26.43	2012-02-01T00:00:00Z
mi20122	15.5	23.65	2012-02-01T00:00:00Z
mi20128	17.4	24.87	2012-02-08T00:00:00Z
mi201212	16.2	26.49	2012-02-22T00:00:00Z
mi201214	16.7	26.32	2012-02-22T00:00:00Z
mi201167	16.6	26.49	2012-02-01T00:00:00Z
mi201162	15.7	23.66	2012-01-11T00:00:00Z
mi201164	16.4	27.07	2012-01-11T00:00:00Z
mi201163	16.9	24.7	2012-01-11T00:00:00Z
mi201165	16.2	26.09	2012-01-18T00:00:00Z
mi201274	19.0	30.67	2012-08-22T00:00:00Z
mi201234	18.2	49.05	2012-06-18T00:00:00Z
mi201247	26.4	29.71	2012-06-18T00:00:00Z
mi201268	20.7	19.91	2012-07-18T00:00:00Z
mi201282	17.9	24.82	2012-08-29T00:00:00Z
mi201225	59.7	138.55	2012-04-17T00:00:00Z
mi201210	55.7	127.6	2012-02-15T00:00:00Z
ncomms2049	17.7	28.41	2012-09-04T00:00:00Z
ncomms2057	17.2	29.91	2012-09-04T00:00:00Z
ncomms2091	22.3	40.06	2012-09-25T00:00:00Z
ncomms2089	17.7	24.48	2012-09-25T00:00:00Z
ncomms2045	17.1	27.95	2012-09-25T00:00:00Z
ncomms2090	18.9	30.49	2012-09-25T00:00:00Z
ncomms2088	16.3	26.78	2012-09-25T00:00:00Z
ncomms2032	17.4	26.03	2012-09-25T00:00:00Z
ncomms2034	16.6	25.97	2012-08-28T00:00:00Z
ncomms2040	17.4	29.68	2012-08-28T00:00:00Z
ncomms2025	27.5	42.11	2012-08-28T00:00:00Z
ncomms2027	18.0	30.89	2012-08-28T00:00:00Z
nclimate1746	19.4	31.83	2012-11-25T00:00:00Z
ncomms2037	15.2	25.56	2012-08-28T00:00:00Z
ncomms2022	15.9	29.73	2012-08-28T00:00:00Z
ncomms2024	16.9	25.51	2012-08-28T00:00:00Z
ncomms2026	16.2	25.27	2012-08-28T00:00:00Z
ncomms2030	18.0	26.56	2012-08-28T00:00:00Z
nclimate1712	18.4	28.93	2012-10-21T00:00:00Z
nclimate1722	17.5	27.77	2012-10-21T00:00:00Z
nclimate1717	16.2	27.88	2012-10-21T00:00:00Z
nclimate1719	18.9	30.78	2012-10-21T00:00:00Z
nclimate1780	18.0	28.71	2012-11-25T00:00:00Z
ncomms2068	17.4	28.81	2012-09-18T00:00:00Z
ncomms2001	17.1	25.05	2012-08-21T00:00:00Z
ncomms2009	16.7	27.59	2012-08-21T00:00:00Z
ncomms2013	18.2	28.41	2012-08-21T00:00:00Z
nclimate1783	18.9	21.59	2012-12-02T00:00:00Z
ncomms2010	16.7	25.68	2012-08-21T00:00:00Z
ncomms2012	17.2	28.57	2012-08-21T00:00:00Z
ncomms2016	17.4	30.26	2012-08-21T00:00:00Z
nphys2513	17.0	28.11	2012-12-16T00:00:00Z
nphys2493	17.0	32.87	2012-12-02T00:00:00Z
nphys2494	21.1	38.33	2012-12-02T00:00:00Z
nrrheum.2012.230	19.7	14.81	2012-12-18T00:00:00Z
nrrheum.2012.228	20.7	21.77	2012-12-18T00:00:00Z
nphys2531	12.7	32.51	2012-12-21T00:00:00Z
nphys2487	14.9	26.43	2012-11-18T00:00:00Z
nphys2480	16.7	26.9	2012-11-18T00:00:00Z
nphys2478	15.3	25.74	2012-11-18T00:00:00Z
nrneurol.2012.250	14.4	16.01	2012-12-11T00:00:00Z
nrneurol.2012.252	16.9	22.04	2012-12-11T00:00:00Z
nrneurol.2012.262	21.9	20.32	2012-12-11T00:00:00Z
nrneph.2012.269	15.9	15.44	2012-12-11T00:00:00Z
nrneurol.2012.249	16.3	18.28	2012-12-11T00:00:00Z
nrneph.2012.270	18.6	16.43	2012-12-11T00:00:00Z
nrneph.2012.268	21.3	17.42	2012-12-11T00:00:00Z
nchembio.1153	17.4	28.81	2012-12-23T00:00:00Z
nphys2522	17.4	20.19	2012-12-21T00:00:00Z
