doi	isHuman	fk_prct	ai_words	txt_words
s41405-024-00227-2	100.0	17.62	484	2240
s41420-024-02207-9	12.5	77.38	1790	2191
s41420-024-02208-8	62.5	36.61	937	2265
s41420-024-02213-x	25.0	63.74	1551	2303
s41420-024-02215-9	87.5	15.78	439	2380
s41421-024-00730-8	100.0	14.68	383	2260
s41421-024-00733-5	100.0	6.32	167	2181
s41421-024-00734-4	100.0	11.37	296	2176
s41477-024-01697-w	100.0	5.84	166	2399
s41522-024-00569-7	87.5	17.91	505	2221
s41522-024-00578-6	100.0	1.4	39	2151
s41522-024-00581-x	100.0	5.45	155	2153
s41522-024-00614-5	62.5	45.46	1113	2134
s41523-024-00681-z	87.5	19.1	503	2239
s41523-024-00699-3	87.5	16.54	436	2344
s41523-024-00700-z	75.0	27.04	705	2182
s41523-024-00702-x	100.0	19.76	523	2242
s41524-024-01404-5	87.5	11.54	268	2246
s41526-024-00435-y	100.0	8.97	249	2121
s41531-024-00730-1	75.0	22.8	590	2216
s41531-024-00778-z	62.5	42.99	1055	2259
s41534-024-00892-z	100.0	14.89	334	1932
s41534-024-00897-8	87.5	19.17	458	2230
s41537-024-00508-7	62.5	45.67	1097	2155
s41540-024-00441-6	100.0	11.72	296	2129
s41572-024-00552-8	100.0	16.18	461	2225
s41893-024-01435-2	100.0	2.67	82	2243
s41893-024-01440-5	100.0	1.5	47	2222
s41893-024-01444-1	100.0	8.6	262	2354
s41893-024-01449-w	100.0	1.58	50	2323
s41893-024-01452-1	100.0	7.56	50	508
s41893-024-01453-0	100.0	0.0	0	2247
s41893-024-01457-w	100.0	7.53	212	2274
s41893-024-01458-9	100.0	5.77	173	2370
s41928-024-01274-1	100.0	0.0	0	2426
s41929-024-01182-9	100.0	3.01	88	2243
s41929-024-01211-7	100.0	1.39	42	2203
s41929-024-01249-7	87.5	19.36	562	2466
s41929-024-01250-0	100.0	3.23	106	2678
s41378-024-00796-0	75.0	25.38	632	2244
s41394-024-00653-2	100.0	13.02	352	2260
s41405-024-00226-3	100.0	0.0	0	2206
s41405-024-00229-0	62.5	34.27	944	2312
s41405-024-00230-7	100.0	1.56	43	2264
s41405-024-00241-4	100.0	10.47	295	2291
s41405-024-00266-9	100.0	2.75	83	2283
s41420-024-02179-w	50.0	52.49	1310	2307
s41420-024-02216-8	75.0	23.29	668	2420
s41420-024-02217-7	25.0	58.54	1356	2268
s41421-024-00708-6	100.0	14.47	394	2217
s41421-024-00740-6	100.0	3.61	106	2167
s41522-024-00566-w	100.0	12.36	336	2341
s41522-024-00587-5	100.0	4.25	118	2238
s41523-024-00646-2	62.5	35.36	922	2265
s41523-024-00655-1	100.0	0.0	0	50
s41524-024-01424-1	100.0	11.79	303	2054
s41524-024-01433-0	100.0	3.65	101	2164
s41531-024-00801-3	87.5	16.07	442	2277
s41531-024-00813-z	100.0	10.13	249	2131
s41531-024-00815-x	75.0	28.27	763	2355
s41531-024-00819-7	100.0	12.13	315	2210
s41537-024-00498-6	100.0	13.48	356	2143
s41537-024-00521-w	100.0	9.04	243	2205
s41540-024-00433-6	87.5	17.57	480	2344
s41540-024-00448-z	100.0	3.31	96	2218
s41540-024-00453-2	75.0	24.65	650	2122
s41612-024-00759-2	100.0	0.0	0	2233
s41612-024-00822-y	100.0	0.0	0	2395
s41612-024-00827-7	100.0	0.0	0	2278
s41746-024-01302-6	100.0	5.85	140	1953
s41746-024-01319-x	100.0	0.0	0	2207
s42003-024-07017-4	100.0	6.78	192	2251
s42003-024-07039-y	100.0	0.0	0	2249
s42003-024-07099-0	87.5	16.35	443	2318
s42003-024-07128-y	100.0	0.77	24	2274
s42003-024-07136-y	100.0	0.0	0	2355
s42003-024-07140-2	100.0	3.93	115	2310
s42003-024-07142-0	100.0	6.6	198	2241
s42003-024-07143-z	75.0	23.16	592	2205
s42003-024-07144-y	87.5	17.81	467	2287
s42003-024-07147-9	100.0	4.24	116	2214
s42003-024-07152-y	100.0	8.75	246	2416
s42003-024-07154-w	100.0	2.32	71	2042
s42003-024-07157-7	37.5	53.63	1298	2273
s42003-024-07159-5	100.0	5.06	145	2213
s42003-024-07161-x	100.0	0.0	0	2297
s42003-024-07164-8	87.5	16.35	411	2141
s42003-024-07170-w	100.0	3.59	100	2368
s42003-024-07173-7	100.0	9.89	277	2227
s42003-024-07194-2	87.5	17.93	473	2252
s42003-024-07208-z	100.0	13.9	351	2141
s42004-024-01334-9	100.0	8.02	242	2316
s42005-024-01852-x	100.0	0.0	0	2400
s42005-024-01855-8	100.0	0.0	0	2259
s42005-024-01857-6	100.0	7.85	250	2523
