doi	fk_idx	cole_idx	date
42254-024-00708-1	22.7	35.97	2024-02-22T00:00:00Z
42256-024-00799-6	18.0	33.34	2024-02-13T00:00:00Z
42256-024-00806-w	18.7	17.13	2024-02-23T00:00:00Z
42255-023-00952-2	22.1	41.75	2024-02-19T00:00:00Z
42254-024-00728-x	17.3	31.25	2024-06-17T00:00:00Z
42256-024-00843-5	18.9	30.67	2024-06-18T00:00:00Z
42255-024-01059-y	19.1	32.24	2024-06-13T00:00:00Z
43247-024-01762-4	18.5	32.75	2024-10-16T00:00:00Z
43247-024-01758-0	16.8	28.74	2024-10-15T00:00:00Z
43246-024-00674-2	20.0	36.76	2024-10-16T00:00:00Z
43247-024-01749-1	19.8	31.02	2024-10-16T00:00:00Z
43247-024-01711-1	20.0	38.72	2024-10-14T00:00:00Z
43247-024-01763-3	15.3	26.32	2024-10-14T00:00:00Z
43247-024-01716-w	17.8	25.0	2024-10-14T00:00:00Z
43247-024-01747-3	15.6	25.57	2024-10-17T00:00:00Z
43247-024-01730-y	14.6	27.07	2024-10-17T00:00:00Z
43247-024-01759-z	15.3	25.97	2024-10-14T00:00:00Z
43246-024-00670-6	16.7	27.83	2024-10-15T00:00:00Z
43247-024-01752-6	17.2	27.95	2024-10-16T00:00:00Z
43247-024-01729-5	17.0	26.56	2024-10-15T00:00:00Z
43247-024-01425-4	16.5	28.87	2024-05-10T00:00:00Z
43018-024-00827-9	18.4	22.46	2024-09-20T00:00:00Z
43018-024-00784-3	17.9	29.45	2024-06-28T00:00:00Z
43018-024-00783-4	15.1	53.58	2024-05-20T00:00:00Z
43018-024-00765-6	19.5	27.26	2024-05-20T00:00:00Z
43247-024-01755-3	16.6	27.71	2024-10-10T00:00:00Z
43246-024-00664-4	16.5	28.0	2024-10-12T00:00:00Z
44294-024-00011-5	21.9	34.39	2024-05-15T00:00:00Z
44271-024-00094-5	16.1	27.3	2024-05-09T00:00:00Z
44298-024-00029-1	15.3	25.27	2024-05-13T00:00:00Z
44276-024-00061-x	17.9	26.8	2024-05-14T00:00:00Z
44303-024-00009-3	18.4	30.26	2024-05-15T00:00:00Z
44276-024-00083-5	16.3	53.12	2024-09-04T00:00:00Z
44277-024-00007-8	18.3	28.65	2024-04-24T00:00:00Z
44298-024-00027-3	17.8	29.16	2024-05-02T00:00:00Z
44276-024-00050-0	20.4	24.95	2024-05-03T00:00:00Z
44271-024-00069-6	15.6	27.87	2024-04-29T00:00:00Z
44303-024-00014-6	17.8	28.17	2024-05-01T00:00:00Z
44271-024-00083-8	18.6	31.94	2024-04-24T00:00:00Z
44276-024-00055-9	16.9	25.06	2024-05-01T00:00:00Z
44271-024-00074-9	15.8	27.47	2024-04-16T00:00:00Z
44276-024-00060-y	19.4	26.4	2024-05-02T00:00:00Z
44264-024-00015-3	16.5	28.35	2024-04-29T00:00:00Z
44294-024-00016-0	17.8	27.61	2024-04-29T00:00:00Z
44276-024-00056-8	19.7	27.5	2024-04-26T00:00:00Z
44277-024-00006-9	17.3	29.75	2024-04-23T00:00:00Z
44259-024-00028-5	17.5	28.64	2024-04-15T00:00:00Z
44259-024-00030-x	17.9	29.63	2024-04-22T00:00:00Z
44271-024-00075-8	14.7	23.54	2024-04-23T00:00:00Z
44271-024-00082-9	14.5	25.15	2024-04-15T00:00:00Z
44306-023-00007-y	18.1	31.43	2024-04-15T00:00:00Z
44298-024-00024-6	15.6	27.25	2024-04-25T00:00:00Z
44306-024-00012-9	16.2	28.35	2024-05-03T00:00:00Z
44298-024-00064-y	15.5	26.96	2024-10-21T00:00:00Z
44264-024-00030-4	21.8	22.69	2024-11-06T00:00:00Z
43246-024-00501-8	15.3	29.61	2024-04-16T00:00:00Z
43018-024-00732-1	19.8	26.96	2024-02-20T00:00:00Z
43247-024-01344-4	17.1	22.33	2024-04-18T00:00:00Z
43018-023-00722-9	19.2	24.71	2024-02-09T00:00:00Z
43016-024-00952-9	17.1	26.9	2024-03-25T00:00:00Z
43018-024-00757-6	18.2	22.16	2024-04-29T00:00:00Z
43018-024-00762-9	18.9	21.87	2024-04-29T00:00:00Z
43016-024-00988-x	19.8	54.1	2024-04-29T00:00:00Z
43247-024-01703-1	17.8	30.67	2024-10-08T00:00:00Z
43247-024-01899-2	20.2	54.64	2024-11-18T00:00:00Z
43247-024-01715-x	19.1	30.44	2024-10-04T00:00:00Z
43247-024-01739-3	18.2	27.31	2024-10-08T00:00:00Z
43247-024-01750-8	15.3	24.98	2024-10-08T00:00:00Z
43247-024-01734-8	16.9	27.83	2024-10-07T00:00:00Z
43247-024-01741-9	17.2	24.87	2024-10-08T00:00:00Z
43247-024-01732-w	16.4	26.84	2024-10-04T00:00:00Z
43247-024-01725-9	15.2	27.01	2024-10-04T00:00:00Z
43247-024-01744-6	20.0	35.66	2024-10-08T00:00:00Z
43247-024-01728-6	17.2	27.43	2024-10-07T00:00:00Z
43247-024-01695-y	18.1	28.24	2024-10-05T00:00:00Z
43246-024-00649-3	17.3	29.28	2024-10-08T00:00:00Z
43246-024-00656-4	16.7	28.35	2024-10-08T00:00:00Z
43018-024-00794-1	17.7	25.81	2024-07-17T00:00:00Z
42256-024-00950-3	16.0	27.94	2024-12-31T00:00:00Z
42256-024-00919-2	16.4	29.51	2024-12-31T00:00:00Z
42256-024-00934-3	16.0	29.91	2024-12-27T00:00:00Z
41893-024-01386-8	21.7	33.7	2024-07-10T00:00:00Z
41929-024-01257-7	19.1	35.18	2024-12-20T00:00:00Z
41893-024-01403-w	18.8	26.22	2024-08-06T00:00:00Z
41893-024-01480-x	15.7	30.14	2024-12-16T00:00:00Z
41929-024-01241-1	16.2	26.72	2024-12-20T00:00:00Z
41929-024-01262-w	18.0	34.2	2024-12-13T00:00:00Z
41929-024-01259-5	18.5	31.47	2024-12-11T00:00:00Z
41928-024-01332-8	22.5	44.3	2024-12-23T00:00:00Z
42254-024-00802-4	16.4	54.29	2024-12-16T00:00:00Z
41929-024-01251-z	18.6	30.56	2024-12-04T00:00:00Z
42255-024-01207-4	15.1	56.48	2024-12-14T00:00:00Z
41929-024-01255-9	19.6	29.22	2024-12-20T00:00:00Z
42255-024-01204-7	17.4	57.47	2024-12-12T00:00:00Z
41929-024-01230-4	16.7	30.89	2024-10-03T00:00:00Z
41893-024-01468-7	17.4	30.15	2024-11-22T00:00:00Z
41893-024-01466-9	16.1	26.2	2024-11-21T00:00:00Z
42004-024-01339-4	19.4	36.23	2024-12-21T00:00:00Z
41893-024-01455-y	17.5	30.2	2024-11-19T00:00:00Z
41893-024-01456-x	17.4	29.39	2024-11-19T00:00:00Z
41893-024-01464-x	18.9	31.25	2024-11-18T00:00:00Z
41612-024-00835-7	15.5	25.1	2024-12-19T00:00:00Z
42005-024-01861-w	17.5	30.73	2024-12-19T00:00:00Z
44259-024-00064-1	18.9	30.2	2024-12-12T00:00:00Z
44303-024-00062-y	21.2	34.68	2024-12-12T00:00:00Z
44324-024-00040-3	17.1	30.55	2024-12-12T00:00:00Z
44271-024-00137-x	15.0	26.84	2024-09-30T00:00:00Z
44294-024-00038-8	17.9	26.79	2024-10-03T00:00:00Z
44298-024-00053-1	16.8	28.06	2024-09-30T00:00:00Z
44303-024-00040-4	18.3	27.77	2024-09-30T00:00:00Z
44259-024-00043-6	17.4	29.04	2024-09-30T00:00:00Z
44303-024-00045-z	18.1	29.63	2024-10-01T00:00:00Z
44324-024-00025-2	16.3	28.12	2024-10-03T00:00:00Z
44296-024-00040-w	17.3	26.21	2024-10-03T00:00:00Z
44298-024-00056-y	16.2	28.0	2024-10-03T00:00:00Z
44259-024-00044-5	16.8	27.31	2024-10-03T00:00:00Z
44271-024-00141-1	17.8	29.74	2024-10-02T00:00:00Z
44298-024-00052-2	16.1	26.5	2024-09-30T00:00:00Z
44259-024-00042-7	17.6	28.7	2024-09-30T00:00:00Z
44303-024-00042-2	17.0	27.14	2024-10-01T00:00:00Z
44276-024-00044-y	18.8	28.83	2024-03-11T00:00:00Z
44298-024-00019-3	18.6	25.46	2024-03-06T00:00:00Z
44294-024-00039-7	16.4	52.03	2024-11-12T00:00:00Z
44220-024-00221-5	21.7	32.32	2024-03-11T00:00:00Z
44182-024-00013-0	16.9	31.01	2024-09-24T00:00:00Z
44264-024-00024-2	18.8	28.36	2024-09-25T00:00:00Z
44298-024-00035-3	15.7	24.64	2024-07-02T00:00:00Z
44271-024-00096-3	16.8	28.92	2024-07-02T00:00:00Z
44294-024-00025-z	16.9	25.05	2024-07-05T00:00:00Z
44306-024-00030-7	15.0	27.25	2024-07-02T00:00:00Z
44277-024-00009-6	19.3	27.96	2024-07-09T00:00:00Z
44298-024-00036-2	17.5	27.83	2024-07-09T00:00:00Z
44271-024-00113-5	15.5	25.04	2024-07-03T00:00:00Z
44303-024-00049-9	18.6	53.58	2024-10-01T00:00:00Z
44259-024-00058-z	23.1	22.46	2024-11-29T00:00:00Z
44259-024-00060-5	18.6	29.97	2024-11-14T00:00:00Z
44298-024-00066-w	18.6	30.2	2024-11-14T00:00:00Z
44303-024-00053-z	16.0	22.1	2024-11-13T00:00:00Z
44296-024-00039-3	19.0	30.44	2024-11-14T00:00:00Z
44276-024-00057-7	19.1	27.68	2024-06-24T00:00:00Z
44303-024-00019-1	17.3	28.24	2024-06-28T00:00:00Z
44182-024-00010-3	18.1	31.42	2024-06-24T00:00:00Z
44306-024-00022-7	18.3	32.63	2024-06-28T00:00:00Z
44303-024-00021-7	18.9	29.45	2024-06-28T00:00:00Z
44303-024-00017-3	17.6	25.75	2024-06-19T00:00:00Z
44264-024-00017-1	15.5	23.78	2024-07-01T00:00:00Z
44259-024-00034-7	18.8	29.39	2024-06-24T00:00:00Z
44298-024-00028-2	17.1	30.02	2024-06-24T00:00:00Z
44276-024-00072-8	17.3	26.62	2024-07-01T00:00:00Z
44324-024-00016-3	18.3	29.75	2024-07-01T00:00:00Z
44294-024-00020-4	18.3	29.73	2024-06-24T00:00:00Z
44271-024-00108-2	16.7	30.25	2024-07-01T00:00:00Z
42256-024-00796-9	21.7	35.62	2024-01-24T00:00:00Z
42254-024-00748-7	17.1	29.05	2024-09-12T00:00:00Z
42254-024-00731-2	13.1	17.11	2024-06-13T00:00:00Z
42255-024-01052-5	21.9	27.96	2024-06-12T00:00:00Z
42254-024-00727-y	14.1	11.67	2024-06-07T00:00:00Z
42255-024-01008-9	18.1	29.63	2024-03-01T00:00:00Z
42255-024-01018-7	17.6	31.02	2024-03-18T00:00:00Z
42255-024-00999-9	16.5	28.17	2024-03-18T00:00:00Z
42254-024-00745-w	17.7	33.03	2024-08-15T00:00:00Z
42255-024-00997-x	19.0	31.89	2024-03-19T00:00:00Z
42255-024-01113-9	14.8	18.27	2024-08-19T00:00:00Z
42255-024-01017-8	18.8	24.6	2024-03-27T00:00:00Z
42255-024-01027-6	17.9	26.62	2024-04-01T00:00:00Z
42256-023-00784-5	64.4	165.2	2024-01-24T00:00:00Z
42254-024-00742-z	22.8	40.94	2024-07-18T00:00:00Z
42255-024-01055-2	15.8	23.6	2024-05-24T00:00:00Z
42256-024-00850-6	16.4	24.76	2024-05-24T00:00:00Z
42255-024-00993-1	16.6	28.12	2024-02-22T00:00:00Z
42255-024-00991-3	18.6	29.05	2024-02-28T00:00:00Z
42255-024-00994-0	21.0	36.24	2024-02-27T00:00:00Z
42254-024-00740-1	14.6	30.58	2024-08-05T00:00:00Z
42255-024-00992-2	17.8	28.87	2024-02-27T00:00:00Z
42254-024-00743-y	15.5	24.52	2024-08-08T00:00:00Z
42255-024-01012-z	17.7	31.38	2024-03-01T00:00:00Z
42255-024-01010-1	20.2	33.52	2024-03-18T00:00:00Z
42255-024-01006-x	19.3	28.42	2024-03-19T00:00:00Z
42256-024-00812-y	16.4	21.06	2024-03-13T00:00:00Z
42255-024-01002-1	17.4	33.39	2024-03-11T00:00:00Z
42255-024-01014-x	19.0	28.77	2024-03-18T00:00:00Z
42255-024-01000-3	19.0	31.38	2024-03-05T00:00:00Z
42254-024-00741-0	16.0	18.69	2024-07-12T00:00:00Z
44284-024-00091-z	16.8	27.14	2024-07-05T00:00:00Z
44333-024-00012-6	15.9	27.59	2024-12-10T00:00:00Z
44286-024-00099-1	16.6	26.26	2024-08-05T00:00:00Z
44284-024-00083-z	17.4	25.8	2024-06-26T00:00:00Z
44284-024-00088-8	17.6	28.52	2024-06-27T00:00:00Z
44286-024-00077-7	16.5	30.95	2024-06-10T00:00:00Z
44286-024-00138-x	27.0	53.75	2024-10-17T00:00:00Z
44333-024-00015-3	16.6	26.84	2024-12-06T00:00:00Z
44304-024-00045-4	15.7	25.8	2024-12-06T00:00:00Z
44304-024-00040-9	15.1	26.49	2024-12-05T00:00:00Z
44328-024-00017-8	16.4	26.61	2024-12-05T00:00:00Z
44401-024-00001-4	17.5	26.38	2024-12-05T00:00:00Z
44284-024-00163-0	13.1	17.81	2024-10-28T00:00:00Z
44323-024-00015-z	15.6	26.67	2024-12-04T00:00:00Z
44325-024-00036-4	15.8	27.18	2024-12-04T00:00:00Z
44341-024-00005-z	17.2	31.94	2024-12-02T00:00:00Z
44323-024-00009-x	15.3	27.77	2024-10-01T00:00:00Z
44325-024-00033-7	17.1	27.88	2024-11-29T00:00:00Z
44284-024-00086-w	15.1	53.12	2024-06-05T00:00:00Z
44310-024-00046-1	16.7	29.44	2024-11-29T00:00:00Z
44333-024-00013-5	15.7	27.88	2024-11-29T00:00:00Z
44310-024-00042-5	16.9	26.85	2024-09-23T00:00:00Z
44304-024-00044-5	17.8	30.38	2024-12-09T00:00:00Z
44284-024-00111-y	17.2	18.16	2024-07-31T00:00:00Z
44310-024-00038-1	19.3	32.82	2024-09-17T00:00:00Z
42256-024-00795-w	16.3	28.46	2024-02-14T00:00:00Z
42256-023-00773-8	15.0	27.71	2024-02-07T00:00:00Z
42255-024-00996-y	15.8	26.72	2024-02-28T00:00:00Z
42256-023-00788-1	16.0	28.92	2024-02-06T00:00:00Z
42255-024-01056-1	16.0	17.18	2024-05-31T00:00:00Z
42255-023-00972-y	17.1	28.06	2024-02-19T00:00:00Z
42256-024-00794-x	16.2	23.19	2024-02-13T00:00:00Z
42255-024-00988-y	18.3	28.06	2024-02-26T00:00:00Z
42254-024-00737-w	15.1	15.79	2024-07-05T00:00:00Z
42256-024-00891-x	17.8	29.35	2024-09-11T00:00:00Z
42255-024-01004-z	15.1	56.48	2024-02-09T00:00:00Z
42255-023-00971-z	18.2	26.5	2024-01-23T00:00:00Z
42255-023-00939-z	17.7	25.05	2024-01-02T00:00:00Z
42255-023-00944-2	14.7	25.51	2024-01-09T00:00:00Z
42255-024-00978-0	16.4	27.94	2024-01-29T00:00:00Z
42255-023-00961-1	17.7	28.46	2024-01-22T00:00:00Z
42256-023-00772-9	16.1	27.24	2024-01-08T00:00:00Z
42256-023-00787-2	16.6	26.55	2024-01-23T00:00:00Z
42255-023-00957-x	17.1	27.89	2024-01-12T00:00:00Z
42255-023-00940-6	16.3	28.0	2024-01-03T00:00:00Z
42256-023-00775-6	16.1	27.76	2024-01-15T00:00:00Z
42254-023-00684-y	16.4	52.96	2024-01-12T00:00:00Z
42255-024-01081-0	19.3	32.59	2024-07-24T00:00:00Z
42256-024-00816-8	15.8	28.57	2024-04-05T00:00:00Z
42255-023-00967-9	18.6	57.47	2024-01-08T00:00:00Z
42256-024-00821-x	16.9	30.37	2024-03-29T00:00:00Z
42255-024-01080-1	18.3	29.69	2024-07-24T00:00:00Z
42255-024-01111-x	19.1	27.38	2024-08-07T00:00:00Z
42256-024-00885-9	14.9	26.78	2024-08-08T00:00:00Z
42256-024-00896-6	19.8	21.24	2024-08-30T00:00:00Z
42255-024-01095-8	17.8	23.49	2024-07-24T00:00:00Z
43587-024-00618-y	17.1	21.23	2024-04-09T00:00:00Z
43587-024-00598-z	17.2	29.33	2024-03-22T00:00:00Z
43856-024-00610-y	16.7	28.23	2024-09-30T00:00:00Z
43856-024-00620-w	17.2	24.13	2024-10-03T00:00:00Z
43856-024-00604-w	17.6	27.55	2024-10-03T00:00:00Z
43856-024-00595-8	17.1	29.05	2024-09-30T00:00:00Z
43856-024-00612-w	17.0	26.85	2024-09-30T00:00:00Z
43856-024-00617-5	16.2	29.28	2024-09-30T00:00:00Z
43856-024-00603-x	18.6	27.26	2024-09-30T00:00:00Z
43587-024-00675-3	18.2	19.9	2024-07-15T00:00:00Z
43587-024-00600-8	16.1	29.27	2024-05-09T00:00:00Z
43587-024-00603-5	22.6	34.11	2024-03-14T00:00:00Z
43587-024-00606-2	20.3	35.66	2024-03-15T00:00:00Z
43856-024-00691-9	21.6	31.44	2024-12-10T00:00:00Z
43587-024-00601-7	18.1	27.9	2024-03-19T00:00:00Z
43587-024-00573-8	17.2	28.12	2024-02-21T00:00:00Z
43587-024-00605-3	19.6	25.93	2024-03-22T00:00:00Z
43856-024-00609-5	17.3	30.55	2024-09-25T00:00:00Z
43587-024-00703-2	20.1	25.3	2024-08-26T00:00:00Z
43587-024-00626-y	17.7	24.6	2024-04-25T00:00:00Z
43587-024-00638-8	20.5	33.3	2024-05-09T00:00:00Z
43587-024-00616-0	16.3	27.07	2024-05-09T00:00:00Z
44160-024-00725-z	18.6	57.0	2024-12-24T00:00:00Z
43588-024-00732-2	17.4	25.05	2024-12-09T00:00:00Z
43588-024-00758-6	35.8	80.14	2024-12-20T00:00:00Z
43588-024-00721-5	18.0	30.15	2024-12-04T00:00:00Z
43588-024-00759-5	20.0	57.36	2024-12-12T00:00:00Z
43587-024-00754-5	16.5	26.32	2024-11-25T00:00:00Z
43587-024-00786-x	17.4	28.06	2024-12-13T00:00:00Z
43587-024-00784-z	24.1	48.02	2024-12-04T00:00:00Z
43588-023-00589-x	18.0	32.63	2024-01-22T00:00:00Z
43587-024-00715-y	17.5	28.59	2024-10-01T00:00:00Z
42949-024-00189-2	18.6	28.41	2024-11-30T00:00:00Z
43856-024-00684-8	16.3	27.25	2024-11-28T00:00:00Z
42949-024-00187-4	17.1	29.39	2024-11-28T00:00:00Z
43856-024-00656-y	18.1	30.91	2024-11-30T00:00:00Z
43856-024-00685-7	16.8	27.77	2024-11-28T00:00:00Z
43587-024-00633-z	16.2	26.84	2024-06-10T00:00:00Z
43587-024-00709-w	29.9	57.59	2024-09-04T00:00:00Z
43587-024-00595-2	17.0	28.06	2024-04-12T00:00:00Z
43587-024-00607-1	17.1	25.92	2024-04-09T00:00:00Z
43587-024-00739-4	68.2	175.59	2024-10-15T00:00:00Z
43588-024-00702-8	20.5	29.76	2024-09-24T00:00:00Z
43856-024-00681-x	17.2	28.34	2024-11-27T00:00:00Z
43856-024-00658-w	18.7	29.11	2024-11-26T00:00:00Z
43587-024-00705-0	16.9	23.72	2024-08-29T00:00:00Z
43856-024-00669-7	17.4	30.73	2024-11-26T00:00:00Z
43587-024-00592-5	15.1	27.19	2024-03-15T00:00:00Z
43588-024-00597-5	18.5	26.56	2024-03-04T00:00:00Z
43587-024-00735-8	19.7	38.62	2024-10-09T00:00:00Z
43587-024-00653-9	17.4	55.55	2024-05-24T00:00:00Z
43856-024-00490-2	19.2	25.52	2024-04-04T00:00:00Z
43856-024-00645-1	17.9	27.2	2024-11-03T00:00:00Z
43856-024-00642-4	15.9	23.77	2024-10-22T00:00:00Z
43856-024-00467-1	17.5	27.48	2024-03-07T00:00:00Z
43856-024-00450-w	18.6	32.52	2024-03-18T00:00:00Z
43856-024-00474-2	17.0	27.19	2024-03-16T00:00:00Z
43856-024-00462-6	17.9	28.35	2024-03-14T00:00:00Z
42949-024-00144-1	16.1	23.83	2024-03-20T00:00:00Z
43856-024-00481-3	16.6	26.72	2024-03-15T00:00:00Z
42949-024-00151-2	15.5	24.87	2024-03-14T00:00:00Z
43856-024-00465-3	18.2	27.48	2024-03-05T00:00:00Z
43856-024-00453-7	16.0	24.87	2024-03-19T00:00:00Z
43856-024-00472-4	17.9	27.48	2024-03-12T00:00:00Z
43856-024-00477-z	16.3	29.8	2024-03-15T00:00:00Z
42949-024-00147-y	17.2	27.08	2024-03-04T00:00:00Z
43856-024-00456-4	16.1	26.85	2024-03-22T00:00:00Z
43856-024-00475-1	18.3	27.77	2024-03-13T00:00:00Z
42949-024-00154-z	15.5	24.11	2024-03-16T00:00:00Z
43856-024-00463-5	16.7	25.33	2024-03-11T00:00:00Z
42949-024-00145-0	17.1	29.27	2024-03-15T00:00:00Z
43856-024-00459-1	13.9	24.29	2024-03-01T00:00:00Z
42949-024-00152-1	16.9	25.57	2024-03-15T00:00:00Z
42949-024-00157-w	14.9	26.2	2024-03-22T00:00:00Z
43856-024-00454-6	16.9	24.01	2024-03-19T00:00:00Z
43856-024-00473-3	16.8	26.15	2024-03-12T00:00:00Z
43856-024-00461-7	16.3	25.16	2024-03-05T00:00:00Z
43856-024-00476-0	17.6	24.64	2024-03-16T00:00:00Z
42949-024-00155-y	16.5	26.26	2024-03-21T00:00:00Z
43856-024-00469-z	17.4	26.38	2024-03-13T00:00:00Z
43856-024-00471-5	16.7	29.33	2024-03-15T00:00:00Z
42949-024-00153-0	17.5	27.48	2024-03-15T00:00:00Z
43587-024-00707-y	17.7	26.92	2024-09-11T00:00:00Z
43587-024-00580-9	20.9	34.51	2024-02-14T00:00:00Z
43586-024-00299-2	17.8	51.74	2024-02-16T00:00:00Z
43856-024-00615-7	15.8	23.95	2024-11-09T00:00:00Z
43587-023-00560-5	16.9	28.35	2024-01-24T00:00:00Z
43856-024-00651-3	15.0	24.92	2024-11-09T00:00:00Z
43587-023-00557-0	17.2	28.01	2024-01-19T00:00:00Z
43587-023-00548-1	16.7	27.01	2024-01-04T00:00:00Z
42949-024-00181-w	17.6	25.52	2024-11-11T00:00:00Z
43856-024-00584-x	15.4	24.98	2024-08-03T00:00:00Z
43587-024-00712-1	16.1	27.89	2024-09-30T00:00:00Z
43587-024-00720-1	22.4	45.47	2024-09-30T00:00:00Z
43588-024-00608-5	18.7	19.9	2024-02-27T00:00:00Z
43588-024-00592-w	17.4	18.16	2024-01-29T00:00:00Z
43587-024-00567-6	23.4	42.11	2024-01-12T00:00:00Z
43587-024-00701-4	19.3	30.04	2024-09-04T00:00:00Z
43587-024-00685-1	17.1	29.27	2024-08-29T00:00:00Z
43587-023-00562-3	17.4	55.55	2024-01-04T00:00:00Z
43587-024-00699-9	25.5	43.68	2024-08-08T00:00:00Z
43856-024-00573-0	18.3	28.59	2024-07-25T00:00:00Z
43587-024-00716-x	18.0	28.01	2024-10-08T00:00:00Z
43587-024-00690-4	18.1	24.94	2024-08-02T00:00:00Z
43856-024-00689-3	19.8	61.35	2024-12-06T00:00:00Z
43587-024-00670-8	17.1	29.79	2024-07-23T00:00:00Z
44168-024-00200-7	17.3	26.03	2024-12-23T00:00:00Z
44184-024-00112-8	17.7	28.7	2024-12-23T00:00:00Z
44160-024-00637-y	14.8	31.11	2024-09-05T00:00:00Z
44161-024-00544-7	16.4	28.58	2024-09-24T00:00:00Z
44184-024-00113-7	18.2	27.77	2024-12-21T00:00:00Z
44161-024-00546-5	16.0	28.57	2024-09-25T00:00:00Z
44168-024-00204-3	15.3	26.03	2024-12-21T00:00:00Z
44172-024-00314-0	17.2	30.26	2024-11-13T00:00:00Z
44160-024-00625-2	21.4	87.76	2024-09-02T00:00:00Z
44172-024-00329-7	15.9	25.63	2024-12-20T00:00:00Z
44183-024-00091-5	16.7	27.94	2024-12-19T00:00:00Z
44172-024-00326-w	17.7	29.51	2024-12-19T00:00:00Z
44161-024-00538-5	16.8	28.01	2024-09-13T00:00:00Z
44172-024-00328-8	17.7	29.74	2024-12-18T00:00:00Z
44161-024-00548-3	20.0	56.96	2024-09-11T00:00:00Z
44185-024-00056-4	18.1	28.24	2024-09-11T00:00:00Z
44172-024-00275-4	16.3	25.85	2024-09-14T00:00:00Z
44172-024-00270-9	14.7	26.6	2024-09-12T00:00:00Z
44172-024-00279-0	22.0	38.9	2024-09-12T00:00:00Z
44168-024-00163-9	16.3	25.62	2024-09-14T00:00:00Z
44185-024-00058-2	16.5	27.3	2024-09-13T00:00:00Z
44168-024-00161-x	18.1	31.59	2024-09-12T00:00:00Z
44168-024-00193-3	16.8	22.51	2024-11-20T00:00:00Z
44185-024-00069-z	16.6	50.87	2024-11-28T00:00:00Z
44168-024-00167-5	18.2	30.38	2024-10-13T00:00:00Z
44161-024-00429-9	18.8	34.67	2024-03-12T00:00:00Z
44185-024-00068-0	18.5	25.11	2024-12-04T00:00:00Z
44172-024-00265-6	17.9	29.68	2024-09-09T00:00:00Z
44172-024-00259-4	17.5	29.62	2024-09-05T00:00:00Z
44172-024-00278-1	19.1	31.43	2024-09-07T00:00:00Z
44168-024-00153-x	15.9	24.18	2024-09-07T00:00:00Z
44172-024-00266-5	18.7	28.01	2024-09-09T00:00:00Z
44183-024-00077-3	13.8	24.29	2024-09-09T00:00:00Z
44168-024-00159-5	16.4	26.61	2024-09-09T00:00:00Z
44172-024-00277-2	16.0	24.35	2024-09-09T00:00:00Z
44161-024-00460-w	17.4	26.03	2024-04-10T00:00:00Z
44160-024-00601-w	16.3	55.03	2024-06-11T00:00:00Z
44184-024-00104-8	18.3	29.34	2024-11-27T00:00:00Z
44159-024-00361-6	14.0	14.97	2024-08-30T00:00:00Z
44161-024-00445-9	16.4	29.28	2024-03-15T00:00:00Z
44161-024-00436-w	15.6	26.61	2024-03-13T00:00:00Z
44172-024-00317-x	16.5	23.72	2024-11-23T00:00:00Z
44184-024-00101-x	15.5	25.74	2024-11-24T00:00:00Z
44168-024-00198-y	18.4	29.34	2024-11-25T00:00:00Z
44172-024-00260-x	19.5	35.13	2024-08-23T00:00:00Z
44172-024-00251-y	16.4	28.17	2024-08-23T00:00:00Z
44172-024-00263-8	16.7	27.07	2024-08-24T00:00:00Z
44172-024-00261-w	17.4	30.38	2024-08-23T00:00:00Z
44172-024-00269-2	16.2	27.48	2024-08-27T00:00:00Z
44185-024-00052-8	16.3	26.84	2024-08-21T00:00:00Z
44172-024-00252-x	16.9	28.35	2024-08-20T00:00:00Z
44168-024-00156-8	16.3	23.6	2024-08-22T00:00:00Z
44172-024-00267-4	17.6	26.79	2024-08-21T00:00:00Z
44160-023-00470-9	20.0	34.39	2024-01-15T00:00:00Z
44159-023-00274-w	16.2	17.41	2024-01-12T00:00:00Z
44168-024-00194-2	20.0	34.04	2024-11-26T00:00:00Z
44172-024-00298-x	18.8	30.74	2024-11-27T00:00:00Z
44168-024-00152-y	17.9	25.87	2024-08-17T00:00:00Z
44184-024-00082-x	17.9	27.13	2024-08-16T00:00:00Z
44184-024-00079-6	16.1	25.74	2024-08-18T00:00:00Z
44184-024-00081-y	15.0	24.64	2024-08-14T00:00:00Z
44168-024-00147-9	15.3	25.1	2024-08-16T00:00:00Z
44172-024-00262-9	19.7	34.15	2024-08-16T00:00:00Z
44172-024-00258-5	18.1	31.31	2024-08-18T00:00:00Z
44277-024-00011-y	19.0	28.77	2024-06-17T00:00:00Z
44271-024-00106-4	16.0	27.24	2024-06-05T00:00:00Z
44271-024-00080-x	17.4	27.36	2024-06-18T00:00:00Z
44277-024-00016-7	18.2	27.61	2024-10-17T00:00:00Z
44303-024-00038-y	18.5	28.99	2024-08-09T00:00:00Z
44264-024-00028-y	20.1	29.06	2024-11-06T00:00:00Z
44259-024-00052-5	19.0	32.45	2024-11-06T00:00:00Z
44303-024-00052-0	18.5	27.6	2024-11-06T00:00:00Z
44259-024-00055-2	19.5	27.84	2024-11-07T00:00:00Z
44306-024-00058-9	17.4	29.74	2024-11-06T00:00:00Z
44303-024-00048-w	18.6	32.0	2024-11-06T00:00:00Z
44324-024-00030-5	19.7	27.9	2024-11-06T00:00:00Z
44306-024-00059-8	18.4	27.72	2024-11-06T00:00:00Z
44276-024-00062-w	21.1	27.84	2024-05-24T00:00:00Z
