doi	fk_idx	cole_idx	date
43247-024-01704-0	18.6	28.88	2024-09-27T00:00:00Z
43247-024-01718-8	14.7	26.89	2024-09-27T00:00:00Z
43246-024-00653-7	17.5	29.68	2024-09-28T00:00:00Z
43247-024-01707-x	14.9	27.65	2024-09-27T00:00:00Z
43246-024-00647-5	16.5	28.41	2024-09-28T00:00:00Z
43247-024-01649-4	16.5	27.54	2024-09-23T00:00:00Z
43247-024-01230-z	15.5	28.92	2024-02-19T00:00:00Z
43247-024-01261-6	16.8	29.9	2024-02-20T00:00:00Z
43247-024-01233-w	17.7	30.2	2024-02-12T00:00:00Z
43247-024-01240-x	17.6	25.75	2024-02-10T00:00:00Z
43247-024-01239-4	15.2	24.58	2024-02-07T00:00:00Z
43018-024-00769-2	18.7	29.7	2024-05-09T00:00:00Z
43018-024-00798-x	17.4	24.18	2024-07-26T00:00:00Z
43018-023-00694-w	19.5	32.59	2024-01-10T00:00:00Z
43017-024-00524-2	18.0	49.2	2024-02-12T00:00:00Z
43016-024-00930-1	18.6	54.1	2024-02-09T00:00:00Z
43018-023-00714-9	18.8	23.84	2024-02-14T00:00:00Z
43018-023-00705-w	19.9	27.61	2024-02-12T00:00:00Z
43018-023-00713-w	19.5	29.98	2024-02-08T00:00:00Z
43018-024-00728-x	23.0	44.0	2024-02-28T00:00:00Z
43247-024-01630-1	17.0	30.43	2024-09-19T00:00:00Z
43247-024-01682-3	16.3	25.91	2024-09-18T00:00:00Z
43016-024-00997-w	18.8	29.0	2024-06-19T00:00:00Z
43018-024-00831-z	17.1	23.49	2024-10-30T00:00:00Z
43016-024-01028-4	19.9	27.15	2024-08-13T00:00:00Z
43018-024-00824-y	18.3	29.57	2024-09-26T00:00:00Z
43247-024-01761-5	14.2	20.76	2024-10-17T00:00:00Z
43016-024-00996-x	17.2	28.82	2024-06-13T00:00:00Z
43018-024-00825-x	17.7	30.32	2024-10-30T00:00:00Z
43016-024-01020-y	17.4	55.03	2024-07-29T00:00:00Z
43016-024-01035-5	16.3	53.12	2024-07-30T00:00:00Z
43016-024-01013-x	20.7	27.15	2024-07-01T00:00:00Z
43247-024-01925-3	18.3	31.72	2024-12-05T00:00:00Z
43018-024-00789-y	18.0	29.51	2024-07-15T00:00:00Z
43247-024-01933-3	16.4	28.52	2024-12-05T00:00:00Z
43247-024-01936-0	16.3	26.32	2024-12-05T00:00:00Z
43247-024-01948-w	20.2	54.64	2024-12-26T00:00:00Z
43246-024-00657-3	16.1	25.74	2024-10-09T00:00:00Z
43247-024-01756-2	14.2	24.23	2024-10-11T00:00:00Z
43246-024-00627-9	14.4	22.67	2024-10-09T00:00:00Z
43018-024-00812-2	16.1	25.92	2024-09-27T00:00:00Z
43016-024-01055-1	36.6	84.72	2024-09-23T00:00:00Z
43016-024-00975-2	15.4	25.22	2024-05-28T00:00:00Z
43016-024-00967-2	15.7	28.52	2024-05-21T00:00:00Z
43018-024-00748-7	17.3	25.86	2024-03-22T00:00:00Z
43017-024-00585-3	16.8	48.39	2024-07-22T00:00:00Z
43247-024-01842-5	17.1	27.94	2024-12-03T00:00:00Z
43246-024-00704-z	17.2	29.05	2024-12-03T00:00:00Z
43587-024-00743-8	17.1	30.55	2024-11-11T00:00:00Z
43018-024-00866-2	51.4	115.65	2024-12-17T00:00:00Z
43018-024-00860-8	18.7	16.14	2024-12-17T00:00:00Z
43017-024-00622-1	12.0	14.21	2024-11-28T00:00:00Z
43017-024-00617-y	19.2	49.2	2024-11-04T00:00:00Z
43018-024-00823-z	17.5	29.8	2024-10-30T00:00:00Z
43018-024-00841-x	16.9	28.7	2024-11-01T00:00:00Z
43247-024-01986-4	14.9	26.78	2024-12-31T00:00:00Z
43247-024-01951-1	16.3	25.05	2024-12-31T00:00:00Z
43247-024-01963-x	18.9	31.6	2024-12-31T00:00:00Z
43247-024-01970-y	19.7	33.57	2024-12-31T00:00:00Z
43247-024-01982-8	15.6	25.98	2024-12-31T00:00:00Z
43018-024-00868-0	17.5	33.34	2024-12-17T00:00:00Z
43018-024-00873-3	25.0	51.67	2024-12-17T00:00:00Z
43018-024-00861-7	17.4	30.84	2024-12-17T00:00:00Z
43018-024-00811-3	17.0	28.12	2024-09-19T00:00:00Z
43587-024-00787-w	16.6	23.26	2024-12-10T00:00:00Z
43016-024-01070-2	18.2	27.66	2024-11-01T00:00:00Z
43018-024-00844-8	19.8	34.15	2024-10-22T00:00:00Z
43247-024-01984-6	18.0	28.93	2024-12-30T00:00:00Z
43247-024-01966-8	16.2	27.88	2024-12-29T00:00:00Z
43587-024-00778-x	16.7	29.33	2024-12-06T00:00:00Z
43587-024-00757-2	16.2	28.99	2024-11-27T00:00:00Z
43247-024-01972-w	16.9	27.6	2024-12-28T00:00:00Z
43247-024-01961-z	18.1	28.48	2024-12-28T00:00:00Z
43587-024-00763-4	19.0	29.04	2024-12-03T00:00:00Z
44222-024-00236-8	19.7	27.09	2024-09-12T00:00:00Z
44221-023-00182-6	21.3	37.11	2024-01-12T00:00:00Z
44220-023-00164-3	17.3	30.89	2024-01-02T00:00:00Z
44271-024-00157-7	21.2	38.96	2024-11-11T00:00:00Z
44276-024-00110-5	17.9	21.18	2024-11-11T00:00:00Z
44276-024-00106-1	17.0	27.72	2024-11-11T00:00:00Z
44298-024-00081-x	16.2	25.92	2024-12-30T00:00:00Z
44220-024-00305-2	13.8	13.06	2024-08-08T00:00:00Z
44303-024-00047-x	17.3	27.6	2024-11-06T00:00:00Z
44271-024-00144-y	13.2	24.33	2024-11-06T00:00:00Z
44303-024-00043-1	16.9	27.53	2024-11-06T00:00:00Z
44264-024-00031-3	17.8	28.52	2024-11-08T00:00:00Z
44324-024-00037-y	17.1	28.92	2024-11-08T00:00:00Z
44294-024-00041-z	16.3	27.13	2024-11-06T00:00:00Z
44259-024-00051-6	19.9	28.13	2024-11-07T00:00:00Z
44303-024-00051-1	16.9	23.43	2024-11-06T00:00:00Z
44324-024-00033-2	16.9	27.19	2024-11-06T00:00:00Z
44294-024-00042-y	15.9	26.95	2024-11-08T00:00:00Z
44298-024-00062-0	16.2	24.99	2024-11-06T00:00:00Z
44355-024-00011-x	21.1	23.96	2024-12-04T00:00:00Z
44335-024-00015-z	22.1	40.82	2024-12-04T00:00:00Z
44325-024-00035-5	18.0	28.3	2024-12-04T00:00:00Z
44310-024-00045-2	17.4	28.23	2024-12-04T00:00:00Z
44328-024-00012-z	18.1	25.17	2024-09-10T00:00:00Z
44284-024-00045-5	14.6	17.41	2024-03-01T00:00:00Z
44304-024-00020-z	16.0	26.03	2024-09-02T00:00:00Z
44323-024-00006-0	15.2	26.14	2024-09-02T00:00:00Z
44260-024-00013-z	15.6	25.16	2024-09-02T00:00:00Z
44335-024-00007-z	17.3	29.5	2024-09-02T00:00:00Z
44260-024-00009-9	16.9	30.55	2024-09-02T00:00:00Z
44355-024-00006-8	17.8	29.74	2024-09-02T00:00:00Z
44328-024-00009-8	17.5	27.83	2024-08-28T00:00:00Z
44334-024-00001-0	16.7	26.03	2024-08-28T00:00:00Z
44335-024-00008-y	15.8	28.34	2024-09-02T00:00:00Z
44325-024-00018-6	16.7	28.58	2024-08-30T00:00:00Z
44325-024-00016-8	19.1	31.83	2024-08-30T00:00:00Z
44220-024-00296-0	14.1	51.16	2024-07-16T00:00:00Z
44220-024-00215-3	19.1	32.92	2024-03-20T00:00:00Z
44222-024-00253-7	18.1	24.42	2024-10-11T00:00:00Z
44221-024-00325-3	17.4	55.55	2024-09-17T00:00:00Z
44294-024-00045-9	17.2	27.77	2024-11-23T00:00:00Z
44298-024-00070-0	16.3	24.41	2024-11-25T00:00:00Z
44220-024-00229-x	18.4	31.82	2024-05-09T00:00:00Z
44220-024-00293-3	15.3	51.16	2024-07-09T00:00:00Z
44221-024-00194-w	16.6	28.93	2024-02-12T00:00:00Z
44221-023-00191-5	17.3	28.64	2024-02-08T00:00:00Z
44220-024-00263-9	15.3	52.03	2024-05-13T00:00:00Z
44221-023-00192-4	17.0	26.61	2024-02-06T00:00:00Z
44221-024-00245-2	17.4	55.03	2024-05-07T00:00:00Z
44221-024-00256-z	21.8	44.3	2024-05-23T00:00:00Z
44294-024-00046-8	16.4	51.56	2024-12-17T00:00:00Z
44284-024-00180-z	15.3	25.97	2024-12-19T00:00:00Z
44286-024-00151-0	17.7	29.57	2024-12-06T00:00:00Z
44220-024-00351-w	18.5	30.14	2024-11-25T00:00:00Z
44220-024-00341-y	18.6	31.31	2024-11-21T00:00:00Z
44271-024-00166-6	14.3	23.19	2024-12-19T00:00:00Z
44324-024-00042-1	19.6	24.72	2024-12-18T00:00:00Z
44298-024-00077-7	15.7	24.76	2024-12-16T00:00:00Z
44287-024-00123-9	20.2	54.64	2024-11-15T00:00:00Z
44303-024-00060-0	16.5	26.2	2024-12-11T00:00:00Z
44284-024-00044-6	17.4	55.55	2024-02-06T00:00:00Z
44355-024-00008-6	17.2	27.48	2024-11-01T00:00:00Z
44323-024-00013-1	16.2	26.49	2024-11-01T00:00:00Z
44323-024-00011-3	15.8	23.14	2024-11-01T00:00:00Z
44323-024-00014-0	18.5	28.18	2024-11-01T00:00:00Z
44323-024-00012-2	16.2	28.81	2024-11-01T00:00:00Z
44310-024-00043-4	15.5	29.38	2024-10-26T00:00:00Z
44284-024-00090-0	13.5	16.07	2024-07-01T00:00:00Z
44355-024-00009-5	17.4	27.59	2024-10-23T00:00:00Z
44284-023-00030-4	9.8	13.51	2024-01-11T00:00:00Z
44286-023-00025-x	16.9	17.87	2024-01-11T00:00:00Z
44260-024-00007-x	17.0	32.75	2024-06-07T00:00:00Z
42256-024-00874-y	20.0	32.48	2024-08-12T00:00:00Z
42256-024-00870-2	17.8	28.81	2024-07-12T00:00:00Z
42256-024-00861-3	15.2	26.55	2024-07-05T00:00:00Z
42255-024-01127-3	16.3	56.48	2024-08-15T00:00:00Z
42255-024-01098-5	20.9	37.34	2024-08-08T00:00:00Z
42255-024-01099-4	16.8	27.95	2024-08-07T00:00:00Z
42255-024-01072-1	17.8	29.8	2024-06-27T00:00:00Z
42255-024-01063-2	18.7	26.44	2024-06-20T00:00:00Z
42256-024-00857-z	16.9	27.48	2024-06-21T00:00:00Z
42255-024-01070-3	19.3	25.18	2024-06-21T00:00:00Z
42256-024-00855-1	17.2	31.36	2024-06-21T00:00:00Z
42256-024-00846-2	17.3	28.81	2024-06-27T00:00:00Z
42256-024-00853-3	16.5	30.13	2024-06-24T00:00:00Z
42256-024-00858-y	16.3	26.9	2024-06-21T00:00:00Z
42254-024-00753-w	14.4	13.99	2024-09-05T00:00:00Z
42256-024-00912-9	19.4	26.33	2024-10-30T00:00:00Z
42254-024-00760-x	15.3	12.89	2024-09-05T00:00:00Z
42254-024-00761-w	18.9	16.72	2024-09-05T00:00:00Z
42255-024-01161-1	17.2	26.45	2024-11-04T00:00:00Z
42255-024-01145-1	19.2	31.49	2024-10-15T00:00:00Z
42255-024-01167-9	19.9	31.72	2024-11-22T00:00:00Z
42255-024-01148-y	19.2	26.16	2024-10-18T00:00:00Z
42256-024-00921-8	17.2	19.44	2024-10-21T00:00:00Z
42256-024-00849-z	16.5	27.59	2024-06-06T00:00:00Z
42256-024-00854-2	15.6	27.41	2024-06-14T00:00:00Z
42255-024-01060-5	19.1	28.77	2024-06-10T00:00:00Z
42255-024-01024-9	17.2	27.43	2024-04-12T00:00:00Z
42256-024-00890-y	18.8	54.7	2024-08-02T00:00:00Z
42255-024-01152-2	17.3	25.8	2024-10-15T00:00:00Z
42255-024-01083-y	18.4	27.54	2024-07-15T00:00:00Z
42256-024-00864-0	17.6	27.71	2024-07-15T00:00:00Z
44335-024-00009-x	18.9	31.02	2024-10-01T00:00:00Z
44325-024-00019-5	17.4	28.06	2024-10-01T00:00:00Z
44334-024-00008-7	15.1	25.85	2024-09-25T00:00:00Z
44286-024-00034-4	24.3	39.5	2024-02-08T00:00:00Z
44287-024-00022-z	19.7	27.26	2024-02-16T00:00:00Z
44284-024-00033-9	11.7	17.93	2024-02-01T00:00:00Z
44325-024-00022-w	18.4	26.45	2024-09-17T00:00:00Z
44304-024-00043-6	18.8	52.49	2024-12-02T00:00:00Z
44284-024-00072-2	15.3	17.52	2024-05-02T00:00:00Z
44325-024-00031-9	16.7	28.0	2024-11-21T00:00:00Z
42256-024-00899-3	13.5	24.46	2024-09-20T00:00:00Z
42256-024-00892-w	16.8	29.21	2024-09-19T00:00:00Z
42256-024-00898-4	16.3	23.08	2024-09-18T00:00:00Z
42256-024-00893-9	15.1	27.07	2024-09-20T00:00:00Z
42256-024-00900-z	18.2	33.68	2024-09-18T00:00:00Z
42256-024-00883-x	16.7	27.3	2024-08-27T00:00:00Z
42256-024-00888-6	18.0	30.62	2024-08-27T00:00:00Z
42256-024-00945-0	23.9	42.58	2024-11-22T00:00:00Z
42255-024-01093-w	17.8	28.17	2024-08-12T00:00:00Z
42256-024-00876-w	16.0	27.18	2024-08-14T00:00:00Z
42255-024-01101-z	17.3	23.31	2024-08-16T00:00:00Z
42255-024-01085-w	16.2	27.36	2024-08-14T00:00:00Z
42255-024-01109-5	15.9	23.77	2024-08-13T00:00:00Z
42254-024-00790-5	10.2	9.8	2024-11-20T00:00:00Z
42256-024-00929-0	13.2	19.94	2024-11-18T00:00:00Z
42255-024-01142-4	17.4	57.93	2024-09-16T00:00:00Z
42256-024-00902-x	19.8	35.54	2024-10-03T00:00:00Z
42255-024-01103-x	18.3	25.69	2024-09-10T00:00:00Z
42255-024-01115-7	17.7	28.0	2024-09-06T00:00:00Z
42255-024-01118-4	18.0	32.74	2024-09-09T00:00:00Z
42256-024-00889-5	21.5	36.47	2024-09-09T00:00:00Z
42256-024-00882-y	17.9	29.97	2024-08-09T00:00:00Z
42256-024-00873-z	15.8	27.88	2024-08-05T00:00:00Z
42255-024-01153-1	18.1	29.05	2024-10-31T00:00:00Z
42256-024-00905-8	18.8	55.16	2024-09-10T00:00:00Z
42254-024-00779-0	14.0	15.9	2024-11-04T00:00:00Z
42255-024-01119-3	17.0	26.5	2024-08-29T00:00:00Z
42256-024-00879-7	23.2	40.64	2024-09-03T00:00:00Z
42256-024-00886-8	16.2	25.92	2024-08-29T00:00:00Z
42256-024-00875-x	16.5	28.17	2024-07-30T00:00:00Z
42256-024-00944-1	16.8	25.46	2024-12-05T00:00:00Z
42255-024-01082-z	17.7	27.94	2024-07-25T00:00:00Z
43587-024-00698-w	22.2	39.1	2024-08-12T00:00:00Z
43587-024-00734-9	16.8	23.02	2024-11-05T00:00:00Z
43587-024-00728-7	16.8	23.37	2024-10-18T00:00:00Z
43587-024-00742-9	18.8	30.63	2024-10-25T00:00:00Z
43587-024-00671-7	16.0	27.82	2024-08-08T00:00:00Z
43856-024-00690-w	15.8	28.3	2024-12-10T00:00:00Z
43856-024-00683-9	16.6	24.3	2024-12-09T00:00:00Z
43587-024-00666-4	17.8	27.66	2024-06-28T00:00:00Z
43587-024-00672-6	16.7	26.55	2024-07-29T00:00:00Z
43586-024-00352-0	15.5	50.87	2024-09-02T00:00:00Z
43587-024-00635-x	16.2	29.22	2024-06-07T00:00:00Z
43588-024-00681-w	20.0	55.16	2024-07-30T00:00:00Z
43588-024-00662-z	18.3	29.8	2024-07-19T00:00:00Z
43856-024-00676-8	17.8	26.85	2024-12-05T00:00:00Z
43587-024-00645-9	19.2	24.07	2024-06-04T00:00:00Z
43587-024-00702-3	16.9	24.07	2024-10-07T00:00:00Z
43856-024-00677-7	18.2	28.82	2024-12-03T00:00:00Z
43856-024-00520-z	17.0	26.9	2024-05-21T00:00:00Z
43856-024-00594-9	16.3	18.1	2024-10-11T00:00:00Z
43856-024-00502-1	19.6	35.07	2024-05-09T00:00:00Z
43856-024-00507-w	19.1	29.97	2024-05-04T00:00:00Z
43856-024-00521-y	15.8	27.08	2024-05-18T00:00:00Z
43856-024-00505-y	16.9	26.32	2024-05-16T00:00:00Z
43856-024-00512-z	18.2	31.02	2024-05-17T00:00:00Z
43856-024-00517-8	18.1	27.31	2024-05-16T00:00:00Z
43856-024-00510-1	15.2	27.13	2024-05-09T00:00:00Z
43856-024-00524-9	20.8	33.79	2024-05-18T00:00:00Z
43856-024-00522-x	15.6	26.03	2024-05-18T00:00:00Z
43856-024-00518-7	17.7	28.06	2024-05-17T00:00:00Z
43587-023-00542-7	16.3	23.08	2024-01-04T00:00:00Z
43856-024-00500-3	18.0	29.22	2024-04-18T00:00:00Z
43856-024-00491-1	17.8	28.75	2024-04-20T00:00:00Z
43856-024-00468-0	14.0	19.66	2024-04-22T00:00:00Z
42949-024-00161-0	16.7	27.48	2024-04-24T00:00:00Z
43856-024-00487-x	17.3	25.98	2024-04-23T00:00:00Z
43856-024-00499-7	18.5	29.05	2024-04-16T00:00:00Z
43856-024-00504-z	18.4	29.11	2024-05-03T00:00:00Z
42949-024-00162-z	19.1	32.7	2024-04-22T00:00:00Z
43856-024-00640-6	19.8	61.35	2024-10-19T00:00:00Z
43856-024-00618-4	20.3	25.53	2024-10-29T00:00:00Z
44172-024-00308-y	17.1	30.84	2024-11-06T00:00:00Z
44184-024-00096-5	16.4	28.75	2024-11-06T00:00:00Z
44172-024-00300-6	19.2	26.27	2024-11-02T00:00:00Z
44168-024-00176-4	16.1	25.98	2024-11-02T00:00:00Z
44172-024-00306-0	14.9	25.09	2024-11-03T00:00:00Z
44168-024-00181-7	16.7	26.9	2024-11-02T00:00:00Z
44172-024-00301-5	21.5	32.48	2024-11-04T00:00:00Z
44168-024-00165-7	16.4	27.88	2024-11-02T00:00:00Z
44168-024-00184-4	17.3	27.31	2024-11-02T00:00:00Z
44185-024-00064-4	15.7	29.62	2024-11-05T00:00:00Z
44172-024-00309-x	16.6	26.55	2024-11-02T00:00:00Z
44168-024-00182-6	17.1	28.63	2024-11-05T00:00:00Z
44172-024-00302-4	16.8	28.06	2024-11-05T00:00:00Z
44172-024-00305-1	19.2	28.13	2024-11-05T00:00:00Z
44160-024-00529-1	19.1	20.08	2024-04-04T00:00:00Z
43856-024-00600-0	16.6	25.81	2024-09-11T00:00:00Z
43856-024-00598-5	20.2	32.23	2024-09-11T00:00:00Z
43587-024-00596-1	17.2	23.55	2024-03-29T00:00:00Z
43588-024-00617-4	23.3	41.7	2024-03-26T00:00:00Z
43587-024-00588-1	17.7	27.94	2024-03-19T00:00:00Z
43588-024-00651-2	19.2	23.56	2024-07-01T00:00:00Z
43856-024-00597-6	17.2	27.66	2024-09-09T00:00:00Z
43856-024-00602-y	17.5	26.86	2024-09-06T00:00:00Z
43856-024-00586-9	17.4	22.62	2024-09-05T00:00:00Z
43856-024-00605-9	16.7	28.41	2024-09-10T00:00:00Z
43587-024-00602-6	21.9	37.12	2024-03-12T00:00:00Z
43587-024-00574-7	17.1	26.68	2024-03-12T00:00:00Z
43588-024-00595-7	17.2	28.63	2024-02-19T00:00:00Z
43587-024-00611-5	18.7	32.76	2024-04-19T00:00:00Z
43856-024-00593-w	15.1	25.56	2024-08-30T00:00:00Z
43587-023-00550-7	17.3	27.37	2024-01-09T00:00:00Z
43587-024-00584-5	20.3	35.71	2024-02-22T00:00:00Z
43587-024-00587-2	15.2	21.35	2024-02-16T00:00:00Z
43587-024-00576-5	16.5	28.07	2024-02-15T00:00:00Z
43587-023-00564-1	16.9	30.37	2024-01-24T00:00:00Z
43587-023-00552-5	18.1	28.59	2024-01-10T00:00:00Z
43587-024-00630-2	17.7	26.74	2024-06-05T00:00:00Z
42949-024-00188-3	18.6	25.76	2024-11-28T00:00:00Z
44183-023-00033-7	16.7	28.53	2024-01-30T00:00:00Z
44168-023-00075-0	20.9	24.67	2024-01-16T00:00:00Z
44172-024-00162-y	17.8	28.58	2024-01-27T00:00:00Z
44172-023-00152-6	18.1	30.38	2024-01-16T00:00:00Z
44183-023-00040-8	18.4	29.06	2024-01-23T00:00:00Z
44172-024-00167-7	17.8	27.25	2024-01-31T00:00:00Z
44172-024-00160-0	18.3	29.21	2024-01-11T00:00:00Z
44172-023-00155-3	18.2	28.24	2024-01-05T00:00:00Z
44168-023-00094-x	14.9	22.9	2024-01-15T00:00:00Z
44184-023-00045-8	16.7	27.42	2024-01-16T00:00:00Z
44172-023-00158-0	16.9	31.71	2024-01-10T00:00:00Z
44184-023-00043-w	15.6	25.4	2024-01-10T00:00:00Z
44172-023-00146-4	17.7	33.79	2024-01-12T00:00:00Z
43705-023-00340-7	18.4	24.76	2024-01-24T00:00:00Z
44172-024-00163-x	17.0	25.75	2024-01-25T00:00:00Z
44172-023-00153-5	16.2	24.76	2024-01-04T00:00:00Z
44172-024-00168-6	17.2	24.12	2024-01-30T00:00:00Z
44172-023-00156-2	16.4	26.72	2024-01-05T00:00:00Z
43705-023-00339-0	19.6	31.78	2024-01-04T00:00:00Z
44184-023-00041-y	16.9	28.24	2024-01-04T00:00:00Z
44168-023-00074-1	17.7	27.94	2024-01-10T00:00:00Z
44183-024-00079-1	17.6	25.81	2024-09-04T00:00:00Z
44172-024-00290-5	21.6	33.12	2024-10-21T00:00:00Z
44185-024-00062-6	23.4	32.77	2024-10-21T00:00:00Z
44172-024-00256-7	23.7	38.8	2024-08-20T00:00:00Z
44168-024-00160-y	16.8	22.91	2024-09-30T00:00:00Z
44183-024-00081-7	18.2	30.73	2024-09-30T00:00:00Z
44183-024-00078-2	17.7	29.33	2024-09-23T00:00:00Z
44168-024-00171-9	19.0	27.9	2024-10-05T00:00:00Z
44168-024-00166-6	20.3	25.65	2024-10-08T00:00:00Z
44160-024-00671-w	22.0	41.57	2024-11-05T00:00:00Z
43587-024-00730-z	17.5	31.71	2024-11-14T00:00:00Z
43587-024-00745-6	19.1	29.51	2024-11-14T00:00:00Z
43588-024-00737-x	16.2	28.7	2024-12-09T00:00:00Z
43587-024-00724-x	16.4	28.75	2024-10-23T00:00:00Z
43588-024-00714-4	17.2	30.96	2024-11-11T00:00:00Z
43588-024-00719-z	18.9	18.51	2024-10-23T00:00:00Z
43587-024-00713-0	68.2	175.59	2024-12-13T00:00:00Z
43587-024-00725-w	17.2	25.75	2024-12-13T00:00:00Z
43588-024-00709-1	15.8	28.46	2024-11-01T00:00:00Z
43588-024-00630-7	16.8	27.89	2024-05-14T00:00:00Z
43587-024-00761-6	29.0	55.5	2024-10-31T00:00:00Z
44184-024-00103-9	14.9	23.89	2024-11-21T00:00:00Z
44183-024-00092-4	14.9	22.84	2024-11-21T00:00:00Z
44161-024-00462-8	17.1	25.4	2024-04-23T00:00:00Z
44160-024-00531-7	17.4	31.54	2024-04-26T00:00:00Z
44185-024-00067-1	17.6	28.52	2024-11-21T00:00:00Z
44160-024-00518-4	15.4	26.72	2024-04-16T00:00:00Z
44160-024-00547-z	16.3	56.02	2024-04-26T00:00:00Z
44160-024-00546-0	16.3	56.02	2024-05-01T00:00:00Z
44161-023-00392-x	19.6	30.33	2024-01-04T00:00:00Z
44160-024-00502-y	18.7	30.78	2024-04-09T00:00:00Z
44172-024-00322-0	19.0	26.97	2024-11-20T00:00:00Z
44168-024-00191-5	18.2	27.48	2024-11-20T00:00:00Z
44168-024-00192-4	15.6	28.97	2024-11-20T00:00:00Z
44172-024-00215-2	18.7	31.94	2024-05-16T00:00:00Z
44168-024-00107-3	17.8	29.68	2024-05-08T00:00:00Z
44184-024-00063-0	17.2	26.09	2024-05-10T00:00:00Z
44172-024-00213-4	16.0	25.28	2024-05-17T00:00:00Z
44172-024-00299-w	19.2	31.83	2024-11-19T00:00:00Z
44185-024-00044-8	17.8	30.38	2024-04-15T00:00:00Z
44168-024-00108-2	18.2	29.92	2024-04-19T00:00:00Z
44172-024-00211-6	16.8	29.84	2024-05-01T00:00:00Z
44184-024-00057-y	17.7	28.75	2024-04-22T00:00:00Z
44168-024-00110-8	16.1	28.63	2024-04-16T00:00:00Z
44168-024-00106-4	17.9	30.15	2024-04-29T00:00:00Z
44184-024-00064-z	17.5	28.17	2024-04-16T00:00:00Z
44172-024-00212-5	15.8	24.47	2024-04-30T00:00:00Z
44184-024-00060-3	17.4	28.81	2024-04-16T00:00:00Z
44184-023-00050-x	17.3	27.94	2024-05-02T00:00:00Z
44183-024-00063-9	15.1	26.84	2024-04-29T00:00:00Z
44183-024-00047-9	19.3	32.07	2024-04-25T00:00:00Z
44168-024-00118-0	18.6	29.68	2024-04-22T00:00:00Z
44183-024-00094-2	18.4	29.4	2024-11-07T00:00:00Z
44168-024-00144-y	14.9	27.4	2024-07-08T00:00:00Z
44184-024-00059-w	16.2	26.78	2024-04-10T00:00:00Z
44172-024-00204-5	16.8	26.9	2024-04-03T00:00:00Z
44184-024-00062-1	15.0	24.11	2024-04-10T00:00:00Z
44168-024-00109-1	15.8	25.8	2024-04-09T00:00:00Z
44172-024-00205-4	16.5	26.84	2024-04-02T00:00:00Z
44172-024-00203-6	16.7	23.14	2024-04-13T00:00:00Z
44185-024-00039-5	19.1	27.43	2024-04-03T00:00:00Z
44220-024-00350-x	17.7	25.92	2024-12-19T00:00:00Z
44161-024-00574-1	16.1	27.76	2024-12-10T00:00:00Z
44220-024-00380-5	16.4	53.83	2024-12-17T00:00:00Z
44161-024-00563-4	18.6	29.34	2024-11-29T00:00:00Z
44161-024-00577-y	16.5	29.16	2024-12-04T00:00:00Z
44161-024-00564-3	19.4	30.56	2024-11-20T00:00:00Z
44161-024-00562-5	18.1	29.17	2024-11-20T00:00:00Z
44161-024-00567-0	19.4	29.29	2024-11-21T00:00:00Z
44160-024-00631-4	16.0	30.78	2024-08-26T00:00:00Z
44160-024-00700-8	17.4	56.02	2024-11-25T00:00:00Z
44168-024-00185-3	16.6	24.59	2024-11-07T00:00:00Z
44168-024-00199-x	17.6	52.96	2024-11-25T00:00:00Z
44172-024-00291-4	17.2	25.45	2024-10-15T00:00:00Z
44185-024-00063-5	17.8	29.96	2024-10-17T00:00:00Z
44172-024-00287-0	19.3	31.02	2024-10-14T00:00:00Z
44184-024-00088-5	15.9	25.34	2024-10-16T00:00:00Z
44172-024-00292-3	17.4	28.93	2024-10-17T00:00:00Z
44172-024-00295-0	16.3	23.31	2024-10-14T00:00:00Z
44172-024-00293-2	17.1	31.18	2024-10-15T00:00:00Z
44185-024-00043-9	17.7	26.45	2024-05-16T00:00:00Z
44183-024-00098-y	14.6	15.66	2024-12-19T00:00:00Z
44183-024-00099-x	18.2	27.14	2024-12-19T00:00:00Z
44160-024-00614-5	21.9	37.7	2024-07-05T00:00:00Z
44168-024-00178-2	16.2	27.36	2024-11-02T00:00:00Z
44325-024-00013-x	17.8	29.28	2024-08-21T00:00:00Z
44335-024-00006-0	23.1	39.26	2024-08-21T00:00:00Z
44328-024-00008-9	18.0	28.7	2024-08-23T00:00:00Z
44304-024-00033-8	15.5	25.39	2024-11-07T00:00:00Z
44333-024-00011-7	17.5	24.53	2024-11-06T00:00:00Z
44335-024-00005-1	16.6	26.03	2024-08-05T00:00:00Z
44325-024-00015-9	17.9	28.93	2024-08-06T00:00:00Z
44328-024-00015-w	18.9	31.13	2024-11-21T00:00:00Z
44310-024-00017-6	19.4	34.26	2024-08-01T00:00:00Z
44328-024-00006-x	18.4	30.27	2024-07-24T00:00:00Z
44335-024-00002-4	17.2	30.02	2024-07-25T00:00:00Z
44304-024-00016-9	13.9	22.15	2024-08-01T00:00:00Z
44325-024-00008-8	17.7	27.66	2024-07-25T00:00:00Z
44328-024-00007-w	18.0	33.27	2024-07-24T00:00:00Z
44220-023-00178-x	19.6	30.44	2024-01-08T00:00:00Z
44220-023-00162-5	17.8	28.42	2024-01-04T00:00:00Z
44220-023-00184-z	18.0	28.82	2024-01-04T00:00:00Z
44276-024-00111-4	17.9	25.47	2024-11-20T00:00:00Z
44221-024-00213-w	20.2	32.83	2024-03-26T00:00:00Z
44182-024-00015-y	13.8	25.04	2024-11-20T00:00:00Z
