,doi,fk_idx,cole_idx,date
13,s41562-020-00990-w,18.0,28.01,2020-10-09T00:00:00Z
14,s41550-020-1191-3,13.1,16.42,2020-08-10T00:00:00Z
15,s41550-020-1185-1,11.5,29.92,2020-07-30T00:00:00Z
16,s41550-020-1189-x,19.0,38.96,2020-07-29T00:00:00Z
17,s41562-020-0932-8,16.0,22.04,2020-08-17T00:00:00Z
18,s41551-020-0580-3,24.5,58.92,2020-06-16T00:00:00Z
19,s41570-020-00222-9,19.7,36.35,2020-09-24T00:00:00Z
20,s41559-020-1163-0,14.8,47.83,2020-03-30T00:00:00Z
21,s41550-020-1149-5,17.4,54.57,2020-06-16T00:00:00Z
22,s41699-020-00171-3,16.1,27.53,2020-10-28T00:00:00Z
23,s41562-020-0898-6,17.1,28.93,2020-06-04T00:00:00Z
24,s41528-020-00092-7,16.4,28.75,2020-10-26T00:00:00Z
25,s41559-020-1198-2,16.2,30.61,2020-05-25T00:00:00Z
26,s41551-020-0563-4,17.7,30.2,2020-06-01T00:00:00Z
27,s41559-020-1209-3,15.2,27.3,2020-05-25T00:00:00Z
28,s41559-020-1155-0,16.1,26.95,2020-03-23T00:00:00Z
29,s41562-020-0837-6,16.6,28.52,2020-03-16T00:00:00Z
30,s41559-020-1131-8,16.4,26.72,2020-03-09T00:00:00Z
31,s41559-020-1134-5,17.3,29.16,2020-03-02T00:00:00Z
32,s41559-020-1158-x,14.9,25.79,2020-03-23T00:00:00Z
0,s41598-020-77771-y,19.2,30.11,2020-11-26T00:00:00Z
1,s41598-020-77731-6,16.3,24.64,2020-11-26T00:00:00Z
2,s41598-020-77668-w,16.4,21.81,2020-11-26T00:00:00Z
3,s41598-020-77882-6,18.7,27.84,2020-11-27T00:00:00Z
4,s41598-020-77496-y,16.6,25.56,2020-11-27T00:00:00Z
5,s41598-020-77913-2,16.7,26.67,2020-11-26T00:00:00Z
6,s41598-020-77753-0,14.7,24.63,2020-11-26T00:00:00Z
7,s41598-020-77244-2,20.4,30.39,2020-11-27T00:00:00Z
8,s41598-020-77802-8,14.6,21.1,2020-11-26T00:00:00Z
9,s41598-020-77786-5,16.5,25.74,2020-11-26T00:00:00Z
10,s41598-020-77350-1,14.8,23.48,2020-11-23T00:00:00Z
11,s41598-020-77270-0,14.9,25.73,2020-11-23T00:00:00Z
12,s41598-020-76888-4,20.5,30.63,2020-11-24T00:00:00Z
13,s41598-020-77211-x,14.8,22.09,2020-11-23T00:00:00Z
14,s41598-020-77390-7,20.1,34.04,2020-11-23T00:00:00Z
15,s41598-020-77442-y,18.2,30.08,2020-11-24T00:00:00Z
16,s41598-020-77466-4,19.5,30.62,2020-11-24T00:00:00Z
17,s41598-020-77421-3,17.6,33.97,2020-11-23T00:00:00Z
18,s41598-020-77633-7,15.9,20.7,2020-11-25T00:00:00Z
19,s41598-020-77341-2,15.4,25.56,2020-11-23T00:00:00Z
20,s41598-020-76603-3,15.6,25.97,2020-11-25T00:00:00Z
21,s41598-020-77629-3,17.3,30.9,2020-11-25T00:00:00Z
22,s41598-020-77560-7,15.0,24.52,2020-11-23T00:00:00Z
23,s41598-020-77461-9,15.8,25.63,2020-11-25T00:00:00Z
24,s41598-020-77150-7,16.5,25.4,2020-11-24T00:00:00Z
25,s41598-020-77584-z,19.7,30.51,2020-11-25T00:00:00Z
26,s41598-020-77259-9,18.6,29.23,2020-11-23T00:00:00Z
27,s41598-020-77252-2,17.7,30.26,2020-11-24T00:00:00Z
28,s41598-020-77464-6,15.1,23.83,2020-11-24T00:00:00Z
29,s41598-020-77516-x,18.1,27.54,2020-11-25T00:00:00Z
30,s41598-020-77417-z,17.4,25.69,2020-11-24T00:00:00Z
0,s41562-020-00963-z,16.2,27.94,2020-10-19T00:00:00Z
1,s41564-020-00795-7,18.5,30.37,2020-10-19T00:00:00Z
2,s41562-020-00961-1,14.2,23.77,2020-10-19T00:00:00Z
3,s41551-020-00632-6,16.7,28.17,2020-10-19T00:00:00Z
4,s41560-020-00743-z,20.8,25.82,2020-11-30T00:00:00Z
5,s41560-020-00710-8,16.6,24.71,2020-10-19T00:00:00Z
6,s41551-020-00614-8,18.4,28.01,2020-10-19T00:00:00Z
7,s41560-020-00744-y,17.4,23.66,2020-11-30T00:00:00Z
8,s41392-020-00438-7,15.6,25.74,2020-12-28T00:00:00Z
9,s41564-020-00828-1,12.9,15.9,2020-11-19T00:00:00Z
10,s41560-020-00733-1,11.9,44.95,2020-11-18T00:00:00Z
11,s41560-020-00702-8,19.9,32.81,2020-10-15T00:00:00Z
12,s41551-020-00616-6,16.5,28.52,2020-09-28T00:00:00Z
13,s41551-020-00618-4,18.4,29.69,2020-09-28T00:00:00Z
14,s41550-020-01226-7,18.1,31.2,2020-10-19T00:00:00Z
15,s41551-020-00643-3,21.6,36.36,2020-12-14T00:00:00Z
16,s41551-020-00625-5,17.0,27.31,2020-10-12T00:00:00Z
17,s41392-020-00290-9,17.5,29.45,2020-12-26T00:00:00Z
18,s41560-020-00741-1,15.7,30.79,2020-11-24T00:00:00Z
19,s41392-020-00299-0,17.2,26.72,2020-12-26T00:00:00Z
20,s41551-020-00624-6,16.3,27.36,2020-10-12T00:00:00Z
21,s41559-020-01366-z,17.8,51.34,2020-11-25T00:00:00Z
22,s41551-020-00627-3,17.0,26.32,2020-10-12T00:00:00Z
23,s41392-020-00375-5,16.5,26.61,2020-12-26T00:00:00Z
24,s41392-020-00328-y,15.7,29.85,2020-12-26T00:00:00Z
25,s41564-020-00790-y,16.6,27.13,2020-09-21T00:00:00Z
26,s41570-020-00240-7,17.0,15.73,2020-12-01T00:00:00Z
27,s41564-020-00802-x,18.5,29.75,2020-10-07T00:00:00Z
28,s41562-020-00959-9,15.8,28.86,2020-10-05T00:00:00Z
29,s41392-020-00457-4,16.5,28.7,2020-12-24T00:00:00Z
30,s41562-020-00993-7,16.4,54.29,2020-10-09T00:00:00Z
31,s41550-020-01217-8,14.8,25.62,2020-10-05T00:00:00Z
0,s42256-020-0204-3,16.2,23.24,2020-07-15T00:00:00Z
1,s42255-020-0262-1,19.0,24.48,2020-08-17T00:00:00Z
2,s42254-020-0150-3,14.6,14.05,2020-02-06T00:00:00Z
3,s42256-020-0150-0,19.6,27.79,2020-02-14T00:00:00Z
4,s42254-020-0155-y,19.2,19.96,2020-02-12T00:00:00Z
5,s42256-020-0217-y,21.2,34.1,2020-08-17T00:00:00Z
6,s42254-020-0156-x,14.3,18.56,2020-02-17T00:00:00Z
7,s42254-020-0227-z,21.9,39.26,2020-08-13T00:00:00Z
8,s42256-020-0218-x,16.7,26.55,2020-08-12T00:00:00Z
9,s42256-020-0223-0,19.4,34.27,2020-08-12T00:00:00Z
10,s42256-020-0172-7,15.3,15.55,2020-04-08T00:00:00Z
11,s42254-020-0211-7,13.4,12.36,2020-07-03T00:00:00Z
12,s42255-020-0244-3,22.1,27.5,2020-07-06T00:00:00Z
13,s42255-020-0242-5,19.4,28.25,2020-07-07T00:00:00Z
14,s42256-020-0214-1,18.4,26.68,2020-07-31T00:00:00Z
15,s42254-020-0210-8,16.7,26.26,2020-08-05T00:00:00Z
16,s42255-020-0258-x,17.9,23.78,2020-08-03T00:00:00Z
17,s42254-020-0149-9,16.4,14.92,2020-01-21T00:00:00Z
18,s42255-020-0251-4,19.7,22.1,2020-08-03T00:00:00Z
19,s42255-020-0248-z,15.1,54.57,2020-06-26T00:00:00Z
20,s42254-020-0207-3,19.4,15.79,2020-06-23T00:00:00Z
21,s42255-020-0247-0,17.3,23.84,2020-07-27T00:00:00Z
22,s42254-020-0208-2,19.8,23.91,2020-07-28T00:00:00Z
23,s42254-020-0221-5,14.7,17.64,2020-07-29T00:00:00Z
24,s42255-020-0210-0,20.5,35.31,2020-05-25T00:00:00Z
25,s42256-020-0196-z,14.2,18.51,2020-06-16T00:00:00Z
26,s42254-020-0178-4,19.0,18.92,2020-05-06T00:00:00Z
27,s42255-020-0224-7,21.3,36.76,2020-07-06T00:00:00Z
28,s42256-020-0210-5,17.5,14.98,2020-07-15T00:00:00Z
29,s42255-020-0225-6,20.5,34.04,2020-07-15T00:00:00Z
30,s42255-020-0218-5,18.0,25.29,2020-06-01T00:00:00Z
31,s42255-020-0220-y,20.6,41.81,2020-06-04T00:00:00Z
0,s42004-020-0307-0,16.5,27.54,2020-05-15T00:00:00Z
1,s41929-020-0486-1,18.5,29.11,2020-08-14T00:00:00Z
2,s41928-020-0442-8,17.4,55.03,2020-06-16T00:00:00Z
3,s41929-020-00512-x,17.8,28.17,2020-09-28T00:00:00Z
4,s41929-020-0477-2,21.7,61.55,2020-06-18T00:00:00Z
5,s41929-020-0458-5,13.3,13.18,2020-04-20T00:00:00Z
6,s42003-020-01517-9,15.5,27.41,2020-12-15T00:00:00Z
7,s42003-020-01501-3,18.6,32.81,2020-12-15T00:00:00Z
8,s41893-020-0524-7,18.3,34.73,2020-05-04T00:00:00Z
9,s41929-020-0445-x,16.9,26.44,2020-03-23T00:00:00Z
10,s41545-020-00089-9,16.0,27.7,2020-10-13T00:00:00Z
11,s42003-020-01288-3,16.7,26.49,2020-10-09T00:00:00Z
12,s42005-020-00445-8,15.3,29.79,2020-10-09T00:00:00Z
13,s41893-020-0501-1,17.6,28.58,2020-03-23T00:00:00Z
14,s42003-020-01283-8,19.7,35.82,2020-10-13T00:00:00Z
15,s41893-020-0493-x,14.8,26.95,2020-03-23T00:00:00Z
16,s41893-020-0484-y,18.8,32.47,2020-03-09T00:00:00Z
17,s42004-020-00385-y,14.8,28.46,2020-10-09T00:00:00Z
18,s42003-020-01289-2,17.6,28.99,2020-10-09T00:00:00Z
19,s41893-020-0488-7,15.1,26.09,2020-03-23T00:00:00Z
20,s42003-020-01284-7,15.6,26.56,2020-10-09T00:00:00Z
21,s41893-020-0495-8,17.9,26.33,2020-03-23T00:00:00Z
22,s42003-020-01287-4,18.5,28.3,2020-10-09T00:00:00Z
23,s42003-020-01275-8,17.8,27.95,2020-10-13T00:00:00Z
24,s42004-020-00381-2,16.3,26.61,2020-10-09T00:00:00Z
25,s42005-020-00444-9,16.4,26.09,2020-10-09T00:00:00Z
0,s41377-020-0262-7,17.9,30.78,2020-02-27T00:00:00Z
1,s41377-020-00383-8,17.9,29.1,2020-08-26T00:00:00Z
2,s41377-020-0254-7,16.3,28.7,2020-02-06T00:00:00Z
3,s41377-020-00381-w,16.9,32.75,2020-08-19T00:00:00Z
4,s41377-020-00377-6,16.3,29.74,2020-08-19T00:00:00Z
5,s41389-020-00256-0,17.2,28.53,2020-08-19T00:00:00Z
6,s41377-020-0246-7,16.8,30.19,2020-01-20T00:00:00Z
7,s41377-020-00378-5,18.2,32.11,2020-08-17T00:00:00Z
8,s41377-020-00380-x,17.1,28.63,2020-08-19T00:00:00Z
9,s41377-019-0231-1,15.8,27.41,2020-01-01T00:00:00Z
10,s41377-020-0244-9,16.0,28.52,2020-01-13T00:00:00Z
11,s41377-020-00371-y,16.7,31.0,2020-08-19T00:00:00Z
12,s41377-020-00376-7,18.2,30.04,2020-08-13T00:00:00Z
13,s41377-020-00379-4,17.3,30.08,2020-08-19T00:00:00Z
14,s41377-020-00426-0,18.8,22.39,2020-11-19T00:00:00Z
15,s41377-020-00421-5,16.5,29.16,2020-11-23T00:00:00Z
16,s41377-020-00430-4,18.7,28.12,2020-11-23T00:00:00Z
17,s41389-020-00255-1,16.2,27.71,2020-08-05T00:00:00Z
18,s41377-020-00374-9,16.7,27.19,2020-08-11T00:00:00Z
19,s41377-020-00370-z,15.8,28.4,2020-08-04T00:00:00Z
20,s41389-020-00252-4,15.4,27.59,2020-08-06T00:00:00Z
21,s41389-020-00253-3,18.4,25.98,2020-07-24T00:00:00Z
22,s41389-020-00254-2,17.1,26.73,2020-07-29T00:00:00Z
23,s41377-020-00360-1,17.1,30.26,2020-07-20T00:00:00Z
24,s41377-020-00365-w,18.7,32.0,2020-07-20T00:00:00Z
25,s41377-020-00344-1,17.3,32.0,2020-07-20T00:00:00Z
26,s41377-020-0299-7,17.5,29.86,2020-07-20T00:00:00Z
27,s41377-020-00366-9,20.1,35.89,2020-07-14T00:00:00Z
28,s41377-020-00357-w,16.8,28.47,2020-07-16T00:00:00Z
29,s41377-020-00369-6,18.5,30.84,2020-07-20T00:00:00Z
30,s41377-020-00350-3,18.3,32.98,2020-07-20T00:00:00Z
31,s41377-020-0334-8,17.6,29.28,2020-07-20T00:00:00Z
32,s41377-020-00385-6,16.9,30.43,2020-08-28T00:00:00Z
0,s41598-020-80288-z,17.0,29.8,2020-12-31T00:00:00Z
1,s41598-020-78074-y,19.6,26.1,2020-12-01T00:00:00Z
2,s41598-020-77968-1,17.5,26.09,2020-12-02T00:00:00Z
3,s41598-020-77824-2,18.6,30.61,2020-12-01T00:00:00Z
4,s41598-020-77671-1,17.5,28.99,2020-12-01T00:00:00Z
5,s41598-020-77683-x,16.4,28.23,2020-12-01T00:00:00Z
6,s41598-020-77761-0,14.4,25.9,2020-12-01T00:00:00Z
7,s41598-020-77893-3,19.7,26.39,2020-12-01T00:00:00Z
8,s41598-020-77810-8,17.8,27.14,2020-12-02T00:00:00Z
9,s41598-020-78002-0,15.5,26.32,2020-12-01T00:00:00Z
10,s41598-020-77898-y,16.9,27.14,2020-12-01T00:00:00Z
11,s41598-020-78082-y,17.2,29.79,2020-12-01T00:00:00Z
12,s41598-020-77323-4,17.2,25.8,2020-12-01T00:00:00Z
13,s41598-020-77493-1,18.7,27.44,2020-12-02T00:00:00Z
14,s41598-020-78045-3,17.1,22.04,2020-12-01T00:00:00Z
15,s41598-020-77844-y,17.8,29.64,2020-12-01T00:00:00Z
16,s41598-020-77995-y,16.3,24.47,2020-12-01T00:00:00Z
17,s41598-020-77700-z,18.8,29.47,2020-12-01T00:00:00Z
18,s41598-020-78029-3,17.3,24.88,2020-12-01T00:00:00Z
19,s41598-020-77955-6,18.2,32.4,2020-12-01T00:00:00Z
20,s41598-020-77750-3,16.1,23.77,2020-12-01T00:00:00Z
21,s41598-020-76996-1,17.6,30.09,2020-12-01T00:00:00Z
22,s41598-020-77548-3,15.8,21.57,2020-12-01T00:00:00Z
23,s41598-020-78043-5,16.7,26.67,2020-12-01T00:00:00Z
24,s41598-020-77343-0,15.3,26.14,2020-12-01T00:00:00Z
25,s41598-020-78050-6,18.7,28.36,2020-12-01T00:00:00Z
26,s41598-020-77821-5,16.1,29.04,2020-12-01T00:00:00Z
27,s41598-020-80123-5,16.9,29.63,2020-12-30T00:00:00Z
28,s41598-020-79755-4,16.7,27.01,2020-12-29T00:00:00Z
29,s41598-020-79859-x,17.3,29.73,2020-12-29T00:00:00Z
30,s41598-020-79878-8,14.9,27.65,2020-12-29T00:00:00Z
31,s41598-020-79720-1,16.2,29.22,2020-12-29T00:00:00Z
0,s41551-020-0559-0,18.5,24.19,2020-05-11T00:00:00Z
1,s41550-020-1115-2,15.1,18.91,2020-05-14T00:00:00Z
2,s41550-020-1103-6,17.3,30.67,2020-05-14T00:00:00Z
3,s41559-020-1210-x,23.4,46.97,2020-05-11T00:00:00Z
4,s41550-020-1052-0,16.2,19.67,2020-05-14T00:00:00Z
5,s41551-020-0558-1,17.5,24.99,2020-05-11T00:00:00Z
6,s41570-020-0175-2,17.0,26.97,2020-05-11T00:00:00Z
7,s41550-020-1117-0,13.7,13.06,2020-05-14T00:00:00Z
8,s41562-019-0798-9,17.8,27.03,2020-01-13T00:00:00Z
9,s41559-020-1109-6,16.8,30.83,2020-02-17T00:00:00Z
10,s41551-020-0522-0,20.9,37.17,2020-02-12T00:00:00Z
11,s41570-020-0169-0,24.4,27.33,2020-02-07T00:00:00Z
12,s41562-020-0824-y,15.4,19.38,2020-02-03T00:00:00Z
13,s41551-020-0520-2,16.9,23.67,2020-02-12T00:00:00Z
14,s41570-020-0171-6,17.7,15.62,2020-02-21T00:00:00Z
15,s41559-020-1095-8,18.1,30.44,2020-02-03T00:00:00Z
16,s41559-020-1115-8,17.2,25.63,2020-02-24T00:00:00Z
17,s41551-020-0529-6,22.3,56.03,2020-02-12T00:00:00Z
18,s41570-020-0172-5,17.1,19.03,2020-02-18T00:00:00Z
19,s41562-020-0832-y,21.8,50.16,2020-02-18T00:00:00Z
20,s41559-020-1116-7,18.2,27.66,2020-02-10T00:00:00Z
21,s41551-020-0517-x,17.8,26.39,2020-02-12T00:00:00Z
22,s41528-020-0073-1,16.6,27.36,2020-06-22T00:00:00Z
23,s41698-020-0118-x,18.1,27.37,2020-06-24T00:00:00Z
24,s41528-020-0076-y,17.3,30.26,2020-07-01T00:00:00Z
25,s41562-020-0850-9,22.7,37.34,2020-03-30T00:00:00Z
26,s41562-020-0911-0,21.7,37.12,2020-06-23T00:00:00Z
27,s41550-020-1070-y,18.0,30.96,2020-04-13T00:00:00Z
28,s41551-020-0551-8,22.7,33.24,2020-04-27T00:00:00Z
29,s41570-020-0188-x,30.2,73.3,2020-05-01T00:00:00Z
30,s41559-020-1194-6,18.8,25.87,2020-04-23T00:00:00Z
31,s41550-020-1096-1,14.6,16.65,2020-04-17T00:00:00Z
0,s42005-020-00466-3,18.0,29.11,2020-10-30T00:00:00Z
1,s42003-020-01360-y,17.0,28.81,2020-10-30T00:00:00Z
2,s42003-020-01365-7,17.0,27.72,2020-10-30T00:00:00Z
3,s42004-020-00391-0,16.7,26.61,2020-10-30T00:00:00Z
4,s41929-020-0424-2,13.8,14.91,2020-01-22T00:00:00Z
5,s42003-020-1105-z,19.3,28.82,2020-07-10T00:00:00Z
6,s41612-020-0129-x,16.8,26.32,2020-07-06T00:00:00Z
7,s41893-020-0504-y,16.9,26.32,2020-03-30T00:00:00Z
8,s42005-020-0394-3,16.9,29.33,2020-07-08T00:00:00Z
9,s42003-020-1068-0,17.7,29.04,2020-07-03T00:00:00Z
10,s41893-020-0512-y,17.2,23.84,2020-04-13T00:00:00Z
11,s41893-020-00620-3,17.2,18.86,2020-09-16T00:00:00Z
12,s41929-020-0478-1,16.3,54.1,2020-06-08T00:00:00Z
13,s41893-020-0565-y,18.0,29.11,2020-06-29T00:00:00Z
14,s41893-020-0583-9,13.7,22.55,2020-07-13T00:00:00Z
15,s42003-020-01488-x,22.2,60.37,2020-12-02T00:00:00Z
16,s42003-020-01349-7,18.7,27.66,2020-10-28T00:00:00Z
17,s42003-020-01370-w,15.7,26.32,2020-10-27T00:00:00Z
18,s42003-020-01335-z,19.4,35.24,2020-10-26T00:00:00Z
19,s42003-020-01333-1,17.8,26.5,2020-10-26T00:00:00Z
20,s42003-020-01338-w,16.9,32.11,2020-10-27T00:00:00Z
21,s41612-020-00155-6,16.8,46.88,2020-12-01T00:00:00Z
22,s41746-020-00346-8,16.1,26.14,2020-10-26T00:00:00Z
23,s42003-020-01324-2,16.7,28.12,2020-10-27T00:00:00Z
24,s42004-020-00392-z,17.2,30.08,2020-10-28T00:00:00Z
25,s42003-020-01329-x,15.4,25.74,2020-10-27T00:00:00Z
26,s42003-020-01296-3,18.2,28.88,2020-10-26T00:00:00Z
27,s42003-020-01350-0,16.4,26.84,2020-10-27T00:00:00Z
28,s42004-020-00390-1,18.5,28.88,2020-10-27T00:00:00Z
29,s42003-020-01336-y,16.8,24.88,2020-10-26T00:00:00Z
30,s42005-020-00456-5,16.6,27.07,2020-10-29T00:00:00Z
0,s41377-020-0329-5,16.2,30.49,2020-06-05T00:00:00Z
1,s41377-020-0339-3,15.2,26.2,2020-06-11T00:00:00Z
2,s41389-020-0238-8,17.8,28.93,2020-06-10T00:00:00Z
3,s41377-020-0327-7,18.1,32.87,2020-06-12T00:00:00Z
4,s41389-020-0242-z,17.0,27.24,2020-05-28T00:00:00Z
5,s41389-020-0239-7,17.3,26.56,2020-06-01T00:00:00Z
6,s41389-020-0240-1,15.8,29.5,2020-06-01T00:00:00Z
7,s41389-020-0243-y,16.2,27.13,2020-05-29T00:00:00Z
8,s41389-020-0241-0,17.0,26.09,2020-06-01T00:00:00Z
9,s41377-020-00372-x,19.2,30.5,2020-07-31T00:00:00Z
10,s41377-020-00404-6,21.2,37.16,2020-10-06T00:00:00Z
11,s41389-020-0229-9,17.4,28.53,2020-05-07T00:00:00Z
12,s41389-020-0228-x,17.0,27.83,2020-05-05T00:00:00Z
13,s41389-020-0230-3,18.1,28.76,2020-05-12T00:00:00Z
14,s41389-020-0235-y,17.4,25.63,2020-05-19T00:00:00Z
15,s41389-020-0233-0,16.4,28.46,2020-05-19T00:00:00Z
16,s41389-020-0231-2,17.3,27.43,2020-05-15T00:00:00Z
17,s41389-020-0237-9,18.3,29.05,2020-05-15T00:00:00Z
18,s41389-020-0236-x,17.1,27.02,2020-05-13T00:00:00Z
19,s41389-020-0227-y,17.2,26.73,2020-05-04T00:00:00Z
20,s41389-020-0234-z,18.7,27.48,2020-05-13T00:00:00Z
21,s41389-020-0232-1,17.2,28.88,2020-05-12T00:00:00Z
22,s41389-020-00276-w,16.3,26.38,2020-10-31T00:00:00Z
23,s41377-020-00342-3,18.2,19.67,2020-06-18T00:00:00Z
24,s41377-020-0245-8,17.2,28.11,2020-01-20T00:00:00Z
25,s41377-020-00375-8,15.9,28.46,2020-08-17T00:00:00Z
26,s41377-020-0335-7,16.8,31.47,2020-05-27T00:00:00Z
27,s41377-020-0333-9,19.8,33.57,2020-05-25T00:00:00Z
28,s41377-020-0336-6,18.9,28.65,2020-06-02T00:00:00Z
29,s41377-020-0330-z,17.8,30.2,2020-05-29T00:00:00Z
30,s41377-020-0328-6,16.7,32.45,2020-05-22T00:00:00Z
31,s41377-020-0318-8,16.3,28.23,2020-05-06T00:00:00Z
0,s43017-020-0087-1,12.8,16.81,2020-07-20T00:00:00Z
1,s43018-020-0064-0,17.2,30.14,2020-05-25T00:00:00Z
2,s43247-020-00031-4,17.6,31.07,2020-10-22T00:00:00Z
3,s43246-020-00077-z,17.2,31.59,2020-10-22T00:00:00Z
4,s43018-020-0099-2,17.0,30.27,2020-07-27T00:00:00Z
5,s43018-020-0060-4,17.2,26.9,2020-05-11T00:00:00Z
6,s43018-019-0022-x,16.2,23.71,2020-02-10T00:00:00Z
7,s43247-020-00040-3,18.5,30.31,2020-10-21T00:00:00Z
8,s43246-020-0028-z,17.4,29.22,2020-05-22T00:00:00Z
9,s43018-020-0053-3,17.7,30.15,2020-04-27T00:00:00Z
10,s43018-020-0056-0,16.7,27.94,2020-04-20T00:00:00Z
11,s43018-020-0054-2,15.9,26.85,2020-04-20T00:00:00Z
12,s43018-020-00122-3,16.1,27.37,2020-10-02T00:00:00Z
0,s43017-020-00118-8,43.0,98.56,2020-12-07T00:00:00Z
1,s43587-020-00003-5,17.1,29.05,2020-11-30T00:00:00Z
2,s43016-020-00204-6,18.6,55.03,2020-12-01T00:00:00Z
3,s43018-020-00140-1,16.4,27.36,2020-11-16T00:00:00Z
4,s43587-020-00001-7,16.0,28.05,2020-11-23T00:00:00Z
5,s43018-020-00151-y,12.4,15.19,2020-11-17T00:00:00Z
6,s43018-020-00143-y,17.6,27.61,2020-11-16T00:00:00Z
7,s43018-020-00139-8,17.2,27.54,2020-11-16T00:00:00Z
8,s43018-020-00133-0,17.8,27.54,2020-11-09T00:00:00Z
9,s43017-020-00119-7,15.5,47.97,2020-11-11T00:00:00Z
10,s43017-020-00120-0,18.0,48.39,2020-11-10T00:00:00Z
11,s43018-020-00155-8,18.9,33.64,2020-12-16T00:00:00Z
12,s43018-020-00162-9,18.1,16.66,2020-12-16T00:00:00Z
13,s43018-020-00153-w,18.9,26.28,2020-12-16T00:00:00Z
14,s43247-020-00063-w,17.4,30.26,2020-12-08T00:00:00Z
15,s43018-020-00131-2,17.8,29.68,2020-11-02T00:00:00Z
0,s41598-020-78453-5,16.5,27.71,2020-12-17T00:00:00Z
1,s41598-020-78816-y,14.5,26.44,2020-12-17T00:00:00Z
2,s41598-020-79295-x,15.4,28.34,2020-12-17T00:00:00Z
3,s41598-020-79000-y,17.9,28.13,2020-12-17T00:00:00Z
4,s41598-020-78472-2,16.5,26.84,2020-12-16T00:00:00Z
5,s41598-020-79415-7,15.2,21.28,2020-12-17T00:00:00Z
6,s41598-020-79330-x,16.5,28.35,2020-12-17T00:00:00Z
7,s41598-020-79222-0,15.8,27.88,2020-12-17T00:00:00Z
8,s41598-020-78939-2,15.3,29.74,2020-12-16T00:00:00Z
9,s41598-020-79123-2,18.3,29.63,2020-12-17T00:00:00Z
10,s41598-020-79250-w,16.6,25.52,2020-12-17T00:00:00Z
11,s41598-020-78859-1,15.7,26.73,2020-12-17T00:00:00Z
12,s41598-020-79043-1,16.3,22.61,2020-12-16T00:00:00Z
13,s41598-020-79382-z,17.6,24.82,2020-12-17T00:00:00Z
14,s41598-020-79156-7,17.3,28.92,2020-12-16T00:00:00Z
15,s41598-020-79307-w,18.3,32.24,2020-12-17T00:00:00Z
16,s41598-020-79274-2,15.0,27.07,2020-12-17T00:00:00Z
17,s41598-020-79076-6,17.0,26.27,2020-12-17T00:00:00Z
18,s41598-020-78790-5,18.0,30.04,2020-12-17T00:00:00Z
19,s41598-020-79029-z,16.3,27.36,2020-12-17T00:00:00Z
20,s41598-020-78842-w,15.9,25.57,2020-12-17T00:00:00Z
21,s41598-020-79243-9,16.2,29.22,2020-12-17T00:00:00Z
22,s41598-020-78993-w,16.9,26.67,2020-12-16T00:00:00Z
23,s41598-020-76115-0,17.4,27.77,2020-11-04T00:00:00Z
24,s41598-020-76016-2,19.0,29.64,2020-11-03T00:00:00Z
25,s41598-020-75843-7,15.4,25.27,2020-11-03T00:00:00Z
26,s41598-020-76148-5,19.6,30.45,2020-11-05T00:00:00Z
27,s41598-020-76167-2,19.0,28.82,2020-11-05T00:00:00Z
28,s41598-020-76195-y,17.4,28.24,2020-11-05T00:00:00Z
29,s41598-020-76004-6,15.4,27.07,2020-11-05T00:00:00Z
30,s41598-020-75938-1,17.8,27.32,2020-11-04T00:00:00Z
0,s41523-020-00209-1,17.0,29.73,2020-12-18T00:00:00Z
1,s41531-020-00139-6,18.4,28.76,2020-12-08T00:00:00Z
2,s41534-020-00329-3,16.0,23.95,2020-12-07T00:00:00Z
3,s41421-020-00214-5,18.2,29.51,2020-12-08T00:00:00Z
4,s41524-020-00457-6,17.8,33.09,2020-12-07T00:00:00Z
5,s41531-020-00135-w,17.2,27.48,2020-12-08T00:00:00Z
6,s41420-020-00378-9,18.0,29.46,2020-12-08T00:00:00Z
7,s41420-020-00376-x,17.9,31.77,2020-12-08T00:00:00Z
8,s41524-020-00460-x,15.2,25.56,2020-12-08T00:00:00Z
9,s41534-020-00316-8,16.2,27.3,2020-10-15T00:00:00Z
10,s41405-020-00048-z,13.8,23.06,2020-10-15T00:00:00Z
11,s41524-020-00421-4,19.2,31.43,2020-10-14T00:00:00Z
12,s41524-020-00424-1,16.9,29.44,2020-10-14T00:00:00Z
13,s41420-020-00377-w,16.1,26.78,2020-12-05T00:00:00Z
14,s41477-020-00755-3,13.9,53.12,2020-07-28T00:00:00Z
15,s41477-020-0750-z,13.9,53.58,2020-07-30T00:00:00Z
16,s41405-020-00047-0,17.4,28.06,2020-10-12T00:00:00Z
17,s41420-020-00338-3,17.4,29.51,2020-10-12T00:00:00Z
18,s41578-020-00267-8,17.9,25.18,2020-11-23T00:00:00Z
19,s41578-020-00261-0,20.1,30.51,2020-11-26T00:00:00Z
20,s41572-020-00224-3,18.1,26.68,2020-11-26T00:00:00Z
21,s41534-020-00321-x,14.0,27.81,2020-12-04T00:00:00Z
0,s41560-019-0517-9,17.3,29.62,2020-01-06T00:00:00Z
1,s41392-020-00309-1,36.3,63.35,2020-09-14T00:00:00Z
2,s41392-020-00304-6,36.3,63.35,2020-09-14T00:00:00Z
3,s41392-020-00349-7,17.2,29.39,2020-12-04T00:00:00Z
4,s41541-020-00237-9,17.0,27.66,2020-09-04T00:00:00Z
