,doi,fk_idx,cole_idx,date
13,s41524-020-00462-9,18.2,30.26,2020-12-18T00:00:00Z
14,s41477-020-00812-x,16.2,16.49,2020-11-09T00:00:00Z
15,s41564-020-00810-x,18.4,33.21,2020-11-16T00:00:00Z
16,s41477-020-00795-9,15.9,21.35,2020-10-13T00:00:00Z
17,s41560-020-00739-9,23.6,36.72,2020-11-30T00:00:00Z
18,s41564-020-00798-4,17.2,29.27,2020-11-02T00:00:00Z
0,s41525-020-00140-1,18.6,27.48,2020-08-11T00:00:00Z
1,s41525-020-0135-2,18.8,31.77,2020-08-03T00:00:00Z
2,s41535-020-00255-9,17.0,30.55,2020-08-03T00:00:00Z
3,s41392-020-0179-x,16.9,29.91,2020-08-07T00:00:00Z
4,s41541-020-00219-x,15.9,25.34,2020-08-04T00:00:00Z
5,s41539-020-0070-0,15.8,28.4,2020-08-06T00:00:00Z
6,s41525-020-00139-8,16.3,25.74,2020-08-07T00:00:00Z
7,s41541-020-00222-2,17.9,28.81,2020-08-07T00:00:00Z
8,s41535-020-0250-4,14.6,26.14,2020-08-05T00:00:00Z
9,s41541-020-00250-y,17.4,53.12,2020-10-20T00:00:00Z
10,s41578-020-0203-3,15.6,22.5,2020-06-19T00:00:00Z
11,s41578-020-0208-y,14.4,24.87,2020-06-24T00:00:00Z
12,s41560-020-0649-y,24.3,41.59,2020-06-29T00:00:00Z
13,s41564-020-0744-7,19.8,23.85,2020-06-25T00:00:00Z
14,s41392-020-00262-z,36.3,63.35,2020-08-03T00:00:00Z
15,s41392-020-00266-9,36.3,63.35,2020-08-11T00:00:00Z
16,s41560-020-0608-7,18.6,27.49,2020-04-29T00:00:00Z
17,s41560-020-0605-x,18.0,27.2,2020-04-20T00:00:00Z
18,s41560-020-0619-4,17.7,16.77,2020-04-28T00:00:00Z
19,s41541-020-00218-y,16.8,28.93,2020-07-30T00:00:00Z
20,s41541-020-00216-0,17.0,25.8,2020-07-24T00:00:00Z
21,s41535-020-00257-7,15.8,27.88,2020-07-24T00:00:00Z
22,s41392-020-00253-0,18.0,31.93,2020-07-31T00:00:00Z
23,s41392-020-0171-5,17.3,29.56,2020-07-24T00:00:00Z
24,s41535-020-00253-x,15.9,27.82,2020-07-24T00:00:00Z
25,s41541-020-00212-4,16.1,24.64,2020-07-24T00:00:00Z
26,s41541-020-00215-1,17.7,32.0,2020-07-24T00:00:00Z
27,s41535-020-00256-8,18.3,30.43,2020-07-24T00:00:00Z
28,s41560-019-0532-x,13.4,47.18,2020-01-13T00:00:00Z
29,s41564-020-0765-2,14.5,21.98,2020-07-24T00:00:00Z
30,s41392-020-00255-y,36.3,63.35,2020-07-29T00:00:00Z
31,s41392-020-00234-3,36.3,63.35,2020-07-28T00:00:00Z
0,s43018-020-0100-0,16.6,26.84,2020-08-10T00:00:00Z
1,s43247-020-0003-0,16.0,28.52,2020-08-31T00:00:00Z
2,s43247-020-0013-y,14.9,24.86,2020-09-02T00:00:00Z
3,s43247-020-0011-0,16.3,27.42,2020-09-01T00:00:00Z
4,s43018-020-0076-9,18.9,35.95,2020-06-22T00:00:00Z
5,s43017-020-0073-7,15.8,19.2,2020-06-29T00:00:00Z
6,s43018-020-0090-y,18.3,28.71,2020-06-22T00:00:00Z
7,s43247-020-0012-z,15.7,20.88,2020-08-27T00:00:00Z
8,s43247-020-0010-1,14.9,25.05,2020-08-20T00:00:00Z
9,s43246-020-00054-6,16.6,27.42,2020-08-27T00:00:00Z
10,s43247-020-0008-8,16.1,26.2,2020-08-20T00:00:00Z
11,s43018-020-0072-0,17.6,19.44,2020-06-08T00:00:00Z
12,s43018-020-0091-x,17.0,22.11,2020-06-16T00:00:00Z
13,s43018-020-0084-9,19.6,36.89,2020-06-12T00:00:00Z
14,s43016-020-0058-1,28.5,46.0,2020-03-17T00:00:00Z
15,s43247-020-00046-x,19.0,54.24,2020-10-22T00:00:00Z
16,s43018-020-0098-3,14.3,15.61,2020-07-21T00:00:00Z
17,s43246-020-00056-4,17.4,30.03,2020-08-13T00:00:00Z
18,s43247-020-0005-y,15.8,27.88,2020-08-13T00:00:00Z
19,s43246-020-00063-5,16.0,28.57,2020-08-13T00:00:00Z
20,s43246-020-00059-1,16.8,31.41,2020-08-12T00:00:00Z
0,s41534-020-00330-w,15.5,28.86,2020-12-14T00:00:00Z
1,s41537-020-00129-w,16.2,28.87,2020-12-15T00:00:00Z
2,s41378-020-00223-0,15.6,25.57,2020-12-14T00:00:00Z
3,s41421-020-00216-3,16.8,26.03,2020-12-15T00:00:00Z
4,s41378-020-00219-w,16.7,26.84,2020-12-14T00:00:00Z
5,s41531-020-00142-x,17.2,30.78,2020-12-15T00:00:00Z
6,s41524-020-00467-4,16.0,27.94,2020-12-15T00:00:00Z
7,s41524-020-00453-w,15.1,31.81,2020-12-15T00:00:00Z
8,s41514-020-00053-4,16.3,28.0,2020-12-14T00:00:00Z
9,s41522-020-00171-7,15.2,24.75,2020-12-15T00:00:00Z
10,s41534-020-00328-4,15.1,25.56,2020-12-15T00:00:00Z
11,s41524-020-00465-6,17.9,32.57,2020-12-14T00:00:00Z
12,s41564-020-00808-5,18.6,33.16,2020-11-09T00:00:00Z
13,s41531-020-00143-w,17.5,26.56,2020-12-11T00:00:00Z
14,s41524-020-00456-7,15.6,27.41,2020-12-11T00:00:00Z
15,s41526-020-00128-2,17.4,29.33,2020-12-11T00:00:00Z
16,s41524-020-00463-8,17.0,28.81,2020-12-11T00:00:00Z
17,s41531-020-00141-y,19.3,28.47,2020-12-11T00:00:00Z
18,s41534-020-00333-7,17.7,33.67,2020-12-11T00:00:00Z
19,s41524-020-00454-9,17.5,27.88,2020-12-11T00:00:00Z
20,s41524-020-00438-9,20.7,32.18,2020-12-11T00:00:00Z
21,s41421-020-00215-4,17.1,29.5,2020-12-11T00:00:00Z
0,s41560-019-0543-7,12.1,38.94,2020-01-22T00:00:00Z
1,s41578-020-0222-0,16.9,23.31,2020-08-07T00:00:00Z
2,s41578-020-0179-z,17.4,21.06,2020-01-22T00:00:00Z
3,s41392-020-00248-x,19.1,30.96,2020-09-25T00:00:00Z
4,s41392-020-00246-z,16.0,26.72,2020-09-23T00:00:00Z
5,s41578-020-0219-8,17.4,19.5,2020-06-25T00:00:00Z
6,s41525-020-00145-w,17.8,28.06,2020-09-24T00:00:00Z
7,s41541-020-00236-w,17.2,23.89,2020-09-23T00:00:00Z
8,s41541-020-00243-x,17.2,28.76,2020-09-28T00:00:00Z
9,s41539-020-00073-5,16.5,27.25,2020-09-28T00:00:00Z
10,s41392-020-00394-2,18.0,50.71,2020-11-13T00:00:00Z
11,s41560-020-0573-1,19.5,33.17,2020-03-09T00:00:00Z
12,s41560-020-0580-2,14.9,25.38,2020-03-16T00:00:00Z
13,s41392-020-00424-z,22.8,39.37,2020-12-04T00:00:00Z
14,s41392-020-00429-8,17.9,27.59,2020-12-04T00:00:00Z
15,s41578-020-0200-6,18.0,15.1,2020-04-08T00:00:00Z
16,s41564-020-0764-3,16.5,22.68,2020-07-24T00:00:00Z
17,s41564-020-0766-1,18.6,27.49,2020-07-24T00:00:00Z
18,s41541-020-00235-x,16.0,27.53,2020-09-18T00:00:00Z
19,s41392-020-00238-z,17.4,28.23,2020-09-18T00:00:00Z
20,s41560-020-0635-4,12.7,44.88,2020-06-05T00:00:00Z
21,s41535-020-0211-y,17.4,29.04,2020-01-30T00:00:00Z
22,s41560-020-0638-1,17.4,53.58,2020-06-03T00:00:00Z
23,s41560-020-0558-0,18.2,25.63,2020-02-17T00:00:00Z
24,s41560-020-0593-x,23.7,76.16,2020-03-18T00:00:00Z
25,s41560-020-0549-1,16.2,21.69,2020-02-17T00:00:00Z
26,s41560-020-0591-z,13.5,38.6,2020-03-18T00:00:00Z
27,s41564-020-0698-9,22.2,57.93,2020-03-05T00:00:00Z
28,s41560-020-0590-0,25.7,89.37,2020-03-18T00:00:00Z
29,s41578-020-0197-x,20.5,20.84,2020-03-16T00:00:00Z
30,s41564-020-0708-y,23.1,61.64,2020-03-19T00:00:00Z
0,s43247-020-00028-z,16.5,29.22,2020-10-09T00:00:00Z
1,s43246-020-00074-2,15.2,24.87,2020-10-12T00:00:00Z
2,s43247-020-00027-0,18.3,29.98,2020-10-09T00:00:00Z
3,s43016-019-0027-8,16.5,17.69,2020-01-13T00:00:00Z
4,s43016-020-0126-6,18.0,14.75,2020-07-16T00:00:00Z
5,s43018-020-0039-1,17.8,28.52,2020-03-02T00:00:00Z
6,s43018-020-0037-3,17.7,28.81,2020-03-09T00:00:00Z
7,s43018-020-0047-1,16.9,29.34,2020-03-23T00:00:00Z
8,s43018-020-0035-5,17.2,26.73,2020-03-20T00:00:00Z
9,s43018-020-0038-2,17.2,26.32,2020-03-09T00:00:00Z
10,s43018-020-0051-5,18.6,55.03,2020-03-18T00:00:00Z
11,s43017-020-0041-2,16.6,50.06,2020-03-09T00:00:00Z
12,s43246-020-00072-4,16.5,28.23,2020-10-06T00:00:00Z
13,s43016-020-0091-0,16.3,52.65,2020-05-11T00:00:00Z
14,s43018-020-00114-3,19.1,32.47,2020-09-14T00:00:00Z
15,s43018-020-0028-4,16.4,28.17,2020-02-24T00:00:00Z
16,s43018-020-0066-y,18.2,30.04,2020-05-22T00:00:00Z
17,s43018-019-0020-z,17.9,27.37,2020-02-17T00:00:00Z
0,s41746-020-00320-4,17.5,25.92,2020-09-09T00:00:00Z
1,s42004-020-00369-y,17.0,26.56,2020-09-08T00:00:00Z
2,s41746-020-00325-z,20.5,28.71,2020-09-10T00:00:00Z
3,s42003-020-01220-9,17.5,30.15,2020-09-07T00:00:00Z
4,s42003-020-01211-w,16.5,28.35,2020-09-09T00:00:00Z
5,s42003-020-01235-2,17.0,26.96,2020-09-10T00:00:00Z
6,s42003-020-01169-9,16.8,26.21,2020-09-07T00:00:00Z
7,s42003-020-01426-x,22.2,59.9,2020-11-05T00:00:00Z
8,s42003-020-01202-x,18.0,28.18,2020-09-04T00:00:00Z
9,s42003-020-01226-3,17.7,30.49,2020-09-08T00:00:00Z
10,s42003-020-01214-7,16.9,26.5,2020-09-04T00:00:00Z
11,s42003-020-01233-4,16.6,26.55,2020-09-10T00:00:00Z
12,s41893-020-0546-1,14.4,13.12,2020-05-18T00:00:00Z
13,s42004-020-00436-4,19.8,61.35,2020-11-27T00:00:00Z
14,s41893-020-0472-2,19.8,58.92,2020-01-13T00:00:00Z
15,s41746-020-00340-0,16.7,25.8,2020-10-06T00:00:00Z
16,s41928-020-0440-x,20.8,39.84,2020-06-22T00:00:00Z
17,s42003-020-01221-8,16.4,25.91,2020-09-02T00:00:00Z
18,s42003-020-01200-z,17.1,28.82,2020-08-28T00:00:00Z
19,s41612-020-00138-7,14.7,25.56,2020-09-03T00:00:00Z
20,s42004-020-00368-z,18.4,31.82,2020-09-02T00:00:00Z
21,s42003-020-01208-5,15.2,25.91,2020-08-28T00:00:00Z
22,s42005-020-00415-0,15.6,27.87,2020-08-28T00:00:00Z
23,s42003-020-01210-x,17.3,25.86,2020-08-28T00:00:00Z
24,s42003-020-01199-3,15.9,27.95,2020-08-28T00:00:00Z
25,s42005-020-00422-1,16.1,22.79,2020-09-02T00:00:00Z
26,s42003-020-1096-9,15.1,26.38,2020-09-01T00:00:00Z
27,s42003-020-01201-y,16.7,27.14,2020-08-28T00:00:00Z
0,s41407-020-0486-7,24.8,17.83,2020-11-20T00:00:00Z
1,s41597-020-00702-z,17.7,26.63,2020-11-26T00:00:00Z
2,s41407-020-0477-8,20.5,22.69,2020-11-20T00:00:00Z
3,s41599-020-00603-x,20.0,28.43,2020-10-02T00:00:00Z
4,s41438-020-00375-0,17.0,28.52,2020-10-01T00:00:00Z
5,s41438-020-00389-8,15.8,26.03,2020-10-01T00:00:00Z
6,s41438-020-00382-1,21.0,39.08,2020-10-01T00:00:00Z
7,s41599-020-00599-4,18.1,25.7,2020-09-30T00:00:00Z
8,s41438-020-00387-w,15.2,24.98,2020-10-01T00:00:00Z
9,s41599-020-00594-9,17.7,25.29,2020-09-29T00:00:00Z
10,s41438-020-00373-2,16.0,24.57,2020-10-01T00:00:00Z
11,s41438-020-00378-x,15.4,25.56,2020-10-01T00:00:00Z
12,s41438-020-00380-3,16.8,26.85,2020-10-01T00:00:00Z
13,s41599-020-00597-6,20.7,36.89,2020-09-30T00:00:00Z
14,s41438-020-00392-z,15.4,24.58,2020-10-01T00:00:00Z
15,s41438-020-00383-0,18.2,29.34,2020-10-01T00:00:00Z
16,s41438-020-00376-z,16.8,27.54,2020-10-01T00:00:00Z
17,s41599-020-00602-y,19.4,26.86,2020-10-02T00:00:00Z
18,s41438-020-00374-1,16.3,25.33,2020-10-01T00:00:00Z
19,s41438-020-00388-9,15.1,26.55,2020-10-01T00:00:00Z
20,s41438-020-00379-w,16.0,26.38,2020-10-01T00:00:00Z
21,s41438-020-00381-2,16.7,27.77,2020-10-01T00:00:00Z
22,s41438-020-00386-x,15.6,26.15,2020-10-01T00:00:00Z
23,s41438-020-00377-y,15.1,26.09,2020-10-01T00:00:00Z
24,s41597-020-00757-y,14.9,22.44,2020-11-25T00:00:00Z
25,s41597-020-00741-6,18.0,31.78,2020-11-24T00:00:00Z
26,s41597-020-00744-3,15.8,26.5,2020-11-23T00:00:00Z
27,s41597-020-00751-4,15.3,26.09,2020-11-24T00:00:00Z
28,s41439-020-00119-5,15.5,26.32,2020-10-02T00:00:00Z
29,s41439-020-00117-7,19.2,30.33,2020-09-29T00:00:00Z
30,s41599-020-00601-z,19.3,28.71,2020-09-28T00:00:00Z
31,s41599-020-00585-w,19.0,24.43,2020-09-23T00:00:00Z
0,s41439-020-0098-y,19.0,28.01,2020-04-16T00:00:00Z
1,s41597-020-00618-8,17.6,26.84,2020-08-25T00:00:00Z
2,s41597-020-0464-0,16.2,26.26,2020-04-28T00:00:00Z
3,s41597-020-00609-9,17.5,28.06,2020-08-27T00:00:00Z
4,s41597-020-0465-z,17.4,26.27,2020-04-21T00:00:00Z
5,s41597-020-00610-2,19.1,29.35,2020-08-27T00:00:00Z
6,s41597-020-0463-1,17.4,30.38,2020-04-29T00:00:00Z
7,s41407-020-0432-8,14.7,27.31,2020-10-16T00:00:00Z
8,s41407-020-0269-1,31.3,64.24,2020-03-20T00:00:00Z
9,s41597-020-00585-0,16.3,54.1,2020-07-16T00:00:00Z
10,s41407-020-0384-z,15.0,11.5,2020-07-17T00:00:00Z
11,s41597-020-00604-0,17.3,29.79,2020-08-12T00:00:00Z
12,s41407-020-0388-8,10.7,12.65,2020-07-17T00:00:00Z
13,s41407-020-0395-9,11.9,16.53,2020-07-17T00:00:00Z
14,s41407-020-0394-x,21.3,19.62,2020-07-17T00:00:00Z
15,s41597-020-0452-4,16.8,26.21,2020-03-31T00:00:00Z
16,s41407-020-0379-9,16.6,18.56,2020-07-17T00:00:00Z
17,s41407-020-0380-3,13.9,25.29,2020-07-17T00:00:00Z
18,s41597-020-0448-0,18.3,29.28,2020-03-24T00:00:00Z
19,s41407-020-0385-y,15.0,14.57,2020-07-17T00:00:00Z
20,s41407-020-0392-z,16.3,30.26,2020-07-17T00:00:00Z
21,s41597-020-0443-5,17.2,21.41,2020-03-25T00:00:00Z
22,s41407-020-0389-7,14.9,14.79,2020-07-17T00:00:00Z
23,s41597-020-0439-1,20.4,37.1,2020-03-25T00:00:00Z
24,s41407-020-0390-1,22.1,19.16,2020-07-17T00:00:00Z
25,s41597-020-00612-0,14.8,22.61,2020-08-18T00:00:00Z
26,s41407-020-0396-8,23.2,25.48,2020-07-17T00:00:00Z
27,s41407-020-0381-2,19.2,12.2,2020-07-17T00:00:00Z
28,s41407-020-0387-9,17.7,15.1,2020-07-17T00:00:00Z
29,s41407-020-0386-x,21.3,22.58,2020-07-17T00:00:00Z
30,s41407-020-0393-y,17.5,25.52,2020-07-17T00:00:00Z
31,s41597-020-0451-5,18.8,32.0,2020-04-03T00:00:00Z
32,s41407-020-0377-y,20.1,14.81,2020-07-17T00:00:00Z
0,s41597-020-0507-6,17.3,29.97,2020-06-15T00:00:00Z
1,s41597-020-00645-5,16.4,27.36,2020-09-15T00:00:00Z
2,s41439-020-0105-3,20.7,36.42,2020-06-08T00:00:00Z
3,s41597-020-00652-6,14.3,26.2,2020-09-16T00:00:00Z
4,s41597-020-00631-x,18.1,31.76,2020-09-11T00:00:00Z
5,s41597-020-00643-7,21.0,31.26,2020-09-14T00:00:00Z
6,s41597-020-0512-9,17.6,28.7,2020-06-10T00:00:00Z
7,s41597-020-0409-7,17.5,21.52,2020-02-27T00:00:00Z
8,s41407-020-0328-7,12.1,12.94,2020-05-15T00:00:00Z
9,s41407-020-0338-5,17.9,16.08,2020-05-15T00:00:00Z
10,s41407-020-0332-y,15.8,17.12,2020-05-15T00:00:00Z
11,s41407-020-0323-z,11.5,16.59,2020-05-15T00:00:00Z
12,s41597-020-0502-y,14.4,19.2,2020-05-29T00:00:00Z
13,s41597-020-00625-9,17.1,28.88,2020-09-08T00:00:00Z
14,s41597-020-0493-8,17.2,26.9,2020-05-27T00:00:00Z
15,s41597-020-00616-w,19.8,53.58,2020-08-17T00:00:00Z
16,s41597-020-00630-y,16.8,28.11,2020-09-08T00:00:00Z
17,s41439-020-0107-1,19.3,29.11,2020-06-01T00:00:00Z
18,s41597-020-0504-9,17.1,26.79,2020-05-26T00:00:00Z
19,s41599-020-00548-1,20.4,50.71,2020-08-14T00:00:00Z
20,s41597-020-0510-y,15.1,24.46,2020-06-04T00:00:00Z
21,s41597-020-00586-z,19.2,32.3,2020-09-08T00:00:00Z
22,s41597-020-00621-z,15.9,28.52,2020-09-08T00:00:00Z
23,s41597-020-00640-w,27.6,52.24,2020-09-08T00:00:00Z
24,s41597-020-00633-9,16.1,24.93,2020-09-08T00:00:00Z
25,s41597-020-00624-w,16.4,27.25,2020-09-08T00:00:00Z
26,s41597-020-00629-5,15.0,23.02,2020-09-08T00:00:00Z
27,s41597-020-00636-6,19.9,33.97,2020-09-08T00:00:00Z
28,s41597-020-0505-8,16.7,29.45,2020-05-29T00:00:00Z
29,s41597-020-00615-x,16.3,54.1,2020-08-12T00:00:00Z
30,s41597-020-0511-x,14.3,23.42,2020-06-03T00:00:00Z
31,s41597-020-00627-7,16.5,28.35,2020-09-08T00:00:00Z
0,s41438-020-00425-7,15.2,26.26,2020-12-01T00:00:00Z
1,s41438-020-00432-8,16.7,28.17,2020-12-01T00:00:00Z
2,s41438-020-00416-8,17.2,26.79,2020-12-01T00:00:00Z
3,s41438-020-00423-9,16.0,27.3,2020-12-01T00:00:00Z
4,s41438-020-00414-w,16.8,30.77,2020-12-01T00:00:00Z
5,s41438-020-00419-5,15.4,26.49,2020-12-01T00:00:00Z
6,s41438-020-00421-x,16.8,27.37,2020-12-01T00:00:00Z
7,s41438-020-00426-6,15.2,26.49,2020-12-01T00:00:00Z
8,s41438-020-00433-7,15.4,27.07,2020-12-01T00:00:00Z
9,s41438-020-00429-3,14.7,25.05,2020-12-01T00:00:00Z
10,s41438-020-00440-8,15.9,27.37,2020-12-01T00:00:00Z
11,s41597-020-00761-2,17.7,27.55,2020-11-30T00:00:00Z
12,s41599-020-00596-7,20.8,29.42,2020-09-25T00:00:00Z
13,s41597-020-00778-7,16.7,27.48,2020-12-10T00:00:00Z
14,s41599-020-00652-2,20.9,27.56,2020-11-26T00:00:00Z
15,s41439-020-00115-9,18.1,28.47,2020-09-18T00:00:00Z
16,s41438-020-00390-1,16.6,28.52,2020-09-19T00:00:00Z
17,s41597-020-00768-9,16.2,26.55,2020-12-08T00:00:00Z
18,s41439-020-00129-3,17.2,27.19,2020-11-27T00:00:00Z
19,s41599-020-00648-y,22.4,39.79,2020-11-25T00:00:00Z
20,s41599-020-00650-4,19.1,25.59,2020-11-23T00:00:00Z
21,s41599-020-00646-0,20.0,27.91,2020-11-24T00:00:00Z
22,s41599-020-00649-x,18.2,24.02,2020-11-24T00:00:00Z
23,s41599-020-00651-3,19.8,31.78,2020-11-24T00:00:00Z
24,s41599-020-00654-0,17.7,27.26,2020-11-25T00:00:00Z
25,s41599-020-00645-1,14.4,20.41,2020-11-25T00:00:00Z
26,s41439-020-00131-9,24.5,36.71,2020-12-03T00:00:00Z
27,s41439-020-00127-5,18.0,30.15,2020-11-20T00:00:00Z
28,s41599-020-00644-2,18.9,19.5,2020-11-18T00:00:00Z
29,s41438-020-00363-4,17.3,28.82,2020-09-01T00:00:00Z
30,s41597-020-00765-y,17.6,24.94,2020-12-02T00:00:00Z
31,s41439-020-00126-6,14.4,23.59,2020-11-18T00:00:00Z
0,s41551-020-00613-9,17.6,29.62,2020-09-21T00:00:00Z
1,s41560-020-00712-6,18.6,56.48,2020-09-25T00:00:00Z
2,s41560-020-00731-3,17.7,20.59,2020-11-12T00:00:00Z
3,s41560-020-00699-0,16.9,25.51,2020-09-21T00:00:00Z
4,s41562-020-00957-x,17.0,29.27,2020-09-21T00:00:00Z
5,s41550-020-1192-2,15.0,26.49,2020-09-21T00:00:00Z
6,s41560-020-00713-5,18.6,56.48,2020-09-25T00:00:00Z
7,s41560-020-00697-2,16.4,26.32,2020-09-21T00:00:00Z
8,s41578-020-00252-1,18.6,55.03,2020-09-24T00:00:00Z
9,s41550-020-01214-x,15.4,25.56,2020-09-21T00:00:00Z
10,s41562-020-00953-1,17.6,27.14,2020-09-21T00:00:00Z
11,s41560-020-00698-1,15.3,25.27,2020-09-21T00:00:00Z
12,s41535-020-00286-2,20.1,37.62,2020-11-09T00:00:00Z
13,s41578-020-00258-9,20.2,22.11,2020-10-09T00:00:00Z
14,s41559-020-01339-2,17.8,28.65,2020-11-09T00:00:00Z
15,s41560-020-00729-x,20.6,34.51,2020-11-09T00:00:00Z
16,s41562-020-00992-8,20.0,35.48,2020-11-09T00:00:00Z
17,s41551-020-00607-7,17.5,28.75,2020-09-14T00:00:00Z
18,s41535-020-00298-y,14.7,28.05,2020-12-18T00:00:00Z
19,s41564-020-0788-8,21.5,35.89,2020-09-14T00:00:00Z
20,s41560-020-00700-w,22.2,91.28,2020-09-16T00:00:00Z
21,s41562-020-00936-2,16.7,28.06,2020-09-07T00:00:00Z
22,s41541-020-00261-9,19.5,31.54,2020-12-17T00:00:00Z
23,s41560-020-00680-x,15.8,25.16,2020-09-07T00:00:00Z
24,s41560-020-00732-2,27.2,44.9,2020-11-11T00:00:00Z
25,s41564-020-0757-2,16.6,31.35,2020-08-03T00:00:00Z
26,s41578-020-00256-x,18.6,56.48,2020-10-01T00:00:00Z
27,s41562-020-01001-8,20.7,29.3,2020-11-16T00:00:00Z
28,s41541-020-00260-w,15.5,25.91,2020-12-14T00:00:00Z
29,s41562-020-0929-3,15.0,22.67,2020-08-31T00:00:00Z
30,s41535-020-00295-1,14.8,26.25,2020-12-14T00:00:00Z
31,s41578-020-00242-3,18.6,55.03,2020-09-04T00:00:00Z
0,s41538-020-00070-3,16.7,26.61,2020-08-20T00:00:00Z
1,s41550-020-1050-2,15.3,24.65,2020-04-06T00:00:00Z
2,s41570-020-0203-2,24.5,37.12,2020-07-16T00:00:00Z
3,s41570-020-0201-4,16.9,31.07,2020-07-15T00:00:00Z
4,s41570-020-0205-0,15.4,22.15,2020-07-21T00:00:00Z
5,s41562-020-0923-9,11.8,17.51,2020-07-16T00:00:00Z
6,s41570-020-0198-8,17.5,17.7,2020-05-27T00:00:00Z
7,s41550-020-1116-1,17.4,25.87,2020-05-28T00:00:00Z
8,s41529-020-00129-2,17.5,29.1,2020-08-13T00:00:00Z
9,s41562-019-0813-1,15.8,23.66,2020-02-03T00:00:00Z
10,s41562-020-0900-3,19.0,33.39,2020-06-29T00:00:00Z
11,s41559-020-1237-z,18.9,22.28,2020-06-22T00:00:00Z
12,s41570-020-0199-7,15.7,29.68,2020-07-13T00:00:00Z
13,s41562-020-0909-7,16.3,27.3,2020-06-23T00:00:00Z
14,s41559-020-1190-x,15.8,16.08,2020-04-24T00:00:00Z
15,s41550-020-1151-y,23.7,42.51,2020-07-13T00:00:00Z
16,s41551-020-0587-9,16.8,27.43,2020-07-13T00:00:00Z
17,s41570-020-0192-1,19.8,17.71,2020-05-07T00:00:00Z
18,s41559-020-1191-9,20.5,29.64,2020-05-04T00:00:00Z
19,s41570-020-0190-3,14.1,13.93,2020-05-04T00:00:00Z
20,s41562-020-0894-x,21.2,38.51,2020-05-14T00:00:00Z
21,s41550-020-1098-z,18.9,23.79,2020-05-14T00:00:00Z
22,s41562-020-0892-z,13.6,15.78,2020-05-19T00:00:00Z
23,s41551-020-0560-7,18.1,28.59,2020-05-14T00:00:00Z
24,s41550-020-1105-4,19.0,22.63,2020-05-11T00:00:00Z
25,s41559-020-1213-7,19.0,50.06,2020-05-15T00:00:00Z
26,s41528-020-0078-9,15.8,25.45,2020-08-03T00:00:00Z
27,s41528-020-00082-9,15.1,27.42,2020-08-10T00:00:00Z
28,s41529-020-00127-4,15.8,26.89,2020-08-11T00:00:00Z
29,s41528-020-0080-2,15.9,26.03,2020-08-06T00:00:00Z
30,s41529-020-00125-6,15.2,23.65,2020-08-05T00:00:00Z
0,s42254-020-0151-2,14.4,16.89,2020-02-06T00:00:00Z
1,s42256-020-0157-6,13.7,18.9,2020-02-12T00:00:00Z
2,s42256-020-0151-z,21.2,29.99,2020-02-03T00:00:00Z
3,s42254-020-0186-4,18.2,29.22,2020-06-17T00:00:00Z
4,s42256-020-0186-1,18.3,29.22,2020-06-08T00:00:00Z
5,s42254-020-0199-z,20.3,27.27,2020-07-23T00:00:00Z
6,s42256-020-0145-x,15.2,21.64,2020-01-27T00:00:00Z
7,s42254-020-0153-0,18.9,16.66,2020-03-06T00:00:00Z
8,s42256-020-0171-8,18.5,20.77,2020-04-13T00:00:00Z
9,s42254-020-0174-8,21.5,37.46,2020-05-13T00:00:00Z
10,s42255-020-0237-2,17.0,24.3,2020-06-30T00:00:00Z
11,s42254-020-0192-6,17.9,27.88,2020-06-19T00:00:00Z
12,s42254-020-0195-3,20.6,37.39,2020-07-01T00:00:00Z
13,s42254-020-0169-5,24.8,27.97,2020-04-28T00:00:00Z
14,s42256-019-0139-8,17.8,29.62,2020-01-13T00:00:00Z
15,s42255-020-0176-y,17.8,27.9,2020-02-20T00:00:00Z
16,s42256-019-0140-2,15.3,15.08,2020-01-17T00:00:00Z
17,s42256-019-0136-y,19.6,17.42,2020-01-17T00:00:00Z
18,s42254-019-0146-z,12.3,14.85,2020-01-09T00:00:00Z
19,s42254-020-0184-6,15.6,28.51,2020-05-28T00:00:00Z
20,s42254-020-0182-8,17.4,30.78,2020-05-27T00:00:00Z
21,s42256-020-0156-7,18.2,23.55,2020-03-02T00:00:00Z
22,s42254-020-0170-z,19.1,23.38,2020-05-04T00:00:00Z
23,s42256-020-0146-9,17.9,27.71,2020-02-14T00:00:00Z
24,s42255-020-0174-0,16.9,31.53,2020-02-10T00:00:00Z
0,s41550-019-0998-2,14.6,49.27,2020-01-27T00:00:00Z
1,s41550-020-1169-1,15.9,25.74,2020-09-10T00:00:00Z
2,s41550-019-0999-1,16.8,52.33,2020-01-27T00:00:00Z
3,s41893-020-00607-0,18.9,31.32,2020-09-07T00:00:00Z
4,s41528-020-0079-8,16.8,27.6,2020-07-08T00:00:00Z
5,s41559-020-1165-y,16.3,28.23,2020-04-13T00:00:00Z
6,s41699-020-0156-9,17.0,30.26,2020-07-10T00:00:00Z
7,s41699-020-0155-x,17.2,30.55,2020-07-10T00:00:00Z
8,s41559-020-1170-1,17.4,28.23,2020-04-06T00:00:00Z
9,s41559-020-1176-8,17.4,30.38,2020-04-13T00:00:00Z
10,s41551-020-0546-5,16.6,28.99,2020-04-13T00:00:00Z
11,s41559-020-1171-0,15.7,25.45,2020-04-06T00:00:00Z
12,s41559-020-01313-y,20.3,20.08,2020-09-14T00:00:00Z
